# tot_vol, sum_vol, dep_vol, sco_vol, morph_act_area, morph_act_area_dep, morph_act_area_sco, act_width_mean, act_width_mean_dep, act_width_mean_sco, act_thickness, act_thickness_dep, act_thickness_sco, bri
1.043300000000000409e+03 1.022060555555555620e+05 5.162467777777778974e+04 -5.058137777777777228e+04 3.353966666666666424e+04 1.721788888888889051e+04 1.632177777777777737e+04 1.202138590203106361e+02 6.171286340103543466e+01 5.850099561927518721e+01 6.098286992891959635e+00 2.995303122056596656e+00 3.102983870835362534e+00 4.425820996257076700e+00
3.978303111182510747e+03 6.723324773934580662e+03 3.990800572644204294e+03 3.819490361227028188e+03 3.261560635306015854e+01 5.582204750503443620e+02 5.563331890908096966e+02 1.169018148855187067e-01 2.000790233155355313e+00 1.994025767350573020e+00 4.059800277561280701e-01 1.664075431104917735e-01 2.620251401023420135e-01 3.824312171967379492e-01
8.772111111111112223e+02 9.090576666666667734e+04 4.589148888888888905e+04 -4.501427777777778101e+04 3.292422222222221899e+04 1.699400000000000000e+04 1.593022222222222263e+04 1.180079649542015261e+02 6.091039426523298062e+01 5.709757068896854548e+01 5.527820870286125121e+00 2.696714020078880836e+00 2.831106850207245618e+00 4.070250874660191087e+00
3.753150176242898851e+03 6.599721939597151504e+03 3.923780534253625319e+03 3.664038657237173993e+03 4.663993943625231964e+01 6.535452037413581365e+02 6.183367974346410847e+02 1.671682417069985105e-01 2.342455927388383152e+00 2.216260922704807790e+00 4.045176380293395990e-01 1.544001167799542162e-01 2.675815818656670508e-01 3.825010382040553436e-01
4.991333333333336100e+02 7.952415555555556784e+04 4.001164444444444234e+04 -3.951251111111111095e+04 1.851044444444444525e+04 9.602000000000000000e+03 8.908444444444445253e+03 6.634567901234566989e+01 3.441577060931899723e+01 3.192990840302667976e+01 8.598914050302822076e+00 4.162557847019692225e+00 4.436356203283131627e+00 4.017697576646146018e+00
3.520592362404688629e+03 7.192152746973774811e+03 4.118440979332701318e+03 3.885776596610440265e+03 7.342120661121631429e+02 8.294201455099687337e+02 3.965493134840751850e+02 2.631584466351840845e+00 2.972832062759744431e+00 1.421323704243997232e+00 5.007475363854358985e-01 1.603822513650327297e-01 4.040764433489563712e-01 3.916110645472021812e-01
6.399666666666664696e+02 8.161487777777777228e+04 4.112742222222222335e+04 -4.048745555555555620e+04 1.968500000000000000e+04 1.022255555555555475e+04 9.462444444444445253e+03 7.055555555555554292e+01 3.663998407009159308e+01 3.391557148546395695e+01 8.299009450318555636e+00 4.018700184373937390e+00 4.280309265944618247e+00 4.038006066242507686e+00
3.615914387199391967e+03 7.222578183997086853e+03 4.178217534036300094e+03 3.893935602706432292e+03 7.499844442831241622e+02 8.550064471636210328e+02 4.237310759094239643e+02 2.688116287753133271e+00 3.064539237145595507e+00 1.518749376019440378e+00 4.854102762518751057e-01 1.585103696841069776e-01 3.869386959039978202e-01 3.909055062962192295e-01
6.626444444444446162e+02 7.960304444444444380e+04 4.013284444444444671e+04 -3.947019999999999709e+04 1.869844444444444525e+04 9.736111111111111313e+03 8.962333333333333940e+03 6.701951413779370625e+01 3.489645559538032416e+01 3.212305854241338210e+01 8.523646678358254292e+00 4.118599136307996567e+00 4.405047542050258613e+00 4.015674588001147072e+00
3.658177092217473728e+03 7.196741278771958605e+03 4.165487435559308324e+03 3.903381452023359998e+03 7.579013584469963689e+02 8.711136479554899097e+02 4.122776841994833035e+02 2.716492324182783857e+00 3.122271139625411251e+00 1.477697792829689272e+00 4.981600329757644996e-01 1.641152822098699560e-01 4.027456480628203717e-01 3.905603030595433123e-01
4.100888888888887323e+02 7.511093333333333430e+04 3.776051111111111095e+04 -3.735042222222222335e+04 1.686688888888889051e+04 8.774000000000000000e+03 8.092888888888888687e+03 6.045479888490641684e+01 3.144802867383512179e+01 2.900677021107129150e+01 8.916441749618950752e+00 4.302259000668930078e+00 4.614182748950020674e+00 3.962126895335797983e+00
3.474935971094989327e+03 7.348875977091101049e+03 4.203736594043300101e+03 3.920354284097231357e+03 8.545285177536915171e+02 9.068134685075352763e+02 3.547435519559460317e+02 3.062826228507855575e+00 3.250227485690090568e+00 1.271482265075075890e+00 5.198356638014067777e-01 1.755349175814913676e-01 4.368680812903943944e-01 3.960406461146537271e-01
8.858222222222219671e+02 7.524495555555555620e+04 3.806538888888889051e+04 -3.717956666666667297e+04 1.680344444444444525e+04 8.924444444444445253e+03 7.879000000000000000e+03 6.022739944245319776e+01 3.198725607327757814e+01 2.824014336917562673e+01 8.981971362584371121e+00 4.263729127671478381e+00 4.718242234912891853e+00 3.962893905623661173e+00
3.476649605192324998e+03 7.357349832063042413e+03 4.215661852464092590e+03 3.916253268112264777e+03 8.565177706025863245e+02 9.155120135277200006e+02 3.493619581147577833e+02 3.069956167034358252e+00 3.281405066407598436e+00 1.252193398260780022e+00 5.313635399177173424e-01 1.698448529794192030e-01 4.527454342275756827e-01 3.961250196191867246e-01
