-37781.100,-48068.600,-40752.300,-42848.900,-44243.500,-42738.880,3441.162
-54520.200,-56259.500,-58064.800,-59970.800,0.000,-57203.825,2030.457
-57870.100,-70127.400,-66380.600,0.000,0.000,-64792.700,5128.445
-70903.400,-77263.600,0.000,0.000,0.000,-74083.500,3180.100
-76009.100,0.000,0.000,0.000,0.000,-76009.100,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000
