-19452.700,-15810.600,-16814.400,-20249.900,-18848.200,-23168.600,-17008.600,-22767.600,-23290.500,-19712.344,2710.444
-29408.600,-27893.600,-27892.200,-29504.600,-32227.200,-30789.000,-31100.800,-35979.700,0.000,-30599.463,2478.699
-37368.500,-34624.000,-34755.600,-39765.400,-39493.200,-38285.500,-41169.100,0.000,0.000,-37923.043,2322.309
-43363.800,-38828.000,-43511.400,-46115.500,-44844.600,-47492.900,0.000,0.000,0.000,-44026.033,2731.850
-46067.200,-46374.400,-49530.400,-49546.400,-50535.300,0.000,0.000,0.000,0.000,-48410.740,1827.347
-49572.000,-51371.600,-52976.700,-54008.900,0.000,0.000,0.000,0.000,0.000,-51982.300,1679.169
-54332.300,-54615.300,-57178.100,0.000,0.000,0.000,0.000,0.000,0.000,-55375.233,1280.044
-58309.100,-58754.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-58531.800,222.700
-61671.600,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-61671.600,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
