# tot_vol, sum_vol, dep_vol, sco_vol, morph_act_area, morph_act_area_dep, morph_act_area_sco, act_width_mean, act_width_mean_dep, act_width_mean_sco, act_thickness, act_thickness_dep, act_thickness_sco, bri
-3.169444444444444571e+02 7.682978888888888469e+04 3.825642222222223063e+04 -3.857336666666666861e+04 3.358077777777778101e+04 1.680455555555555475e+04 1.677622222222222263e+04 1.207941646682653953e+02 6.044804156674659623e+01 6.034612310151877779e+01 4.578558329243845648e+00 2.279387405855795024e+00 2.299170923388051069e+00 3.386346534264277786e+00
2.153262947307391187e+03 4.431811068838177562e+03 2.094328150971240575e+03 2.784337431259203186e+03 2.245379343242858283e+01 6.613929931274027467e+02 6.688020430886155054e+02 8.076904112384250545e-02 2.379111486069795500e+00 2.405762744923076291e+00 2.641466017597626781e-01 1.445752631143411293e-01 1.356188061677300605e-01 2.494996071711439722e-01
-3.575333333333334167e+02 6.451062222222222044e+04 3.207654444444444744e+04 -3.243407777777778028e+04 3.287166666666666424e+04 1.641588888888889051e+04 1.645577777777777737e+04 1.182434052757793665e+02 5.904996003197441468e+01 5.919344524380495898e+01 3.929574019261911744e+00 1.958332269887272048e+00 1.971241749374639474e+00 3.031788132311673767e+00
2.013256606153875737e+03 4.520616690668499359e+03 2.123262869637258063e+03 2.781428320037417052e+03 5.631261946589868472e+01 8.273605212353108982e+02 8.379969209407471453e+02 2.025633793737370847e-01 2.976116982860832039e+00 3.014377413455925581e+00 2.742782306717173046e-01 1.571060465769708037e-01 1.386470352301606146e-01 2.644477090211673209e-01
-1.023444444444441359e+02 4.809823333333333721e+04 2.399794444444444525e+04 -2.410028888888888832e+04 1.252322222222222263e+04 6.358666666666666970e+03 6.164555555555555657e+03 4.504756195043964340e+01 2.287290167865707247e+01 2.217466027178257448e+01 7.687535595405496913e+00 3.771914160758271350e+00 3.915621434647226007e+00 2.925759943751761405e+00
1.265967726559945731e+03 5.022746175594030319e+03 2.405500912543355753e+03 2.762044908092731930e+03 7.650187764983692205e+02 4.048497663743099224e+02 6.118970703405582299e+02 2.751866102512119383e+00 1.456294123648597560e+00 2.201068598347331040e+00 4.932832059617648923e-01 2.663281003961214255e-01 3.341721245429398746e-01 2.766903949350495995e-01
5.911111111111393868e+00 4.909671111111110804e+04 2.455131111111111022e+04 -2.454540000000000146e+04 1.317088888888888869e+04 6.703666666666666970e+03 6.467222222222222626e+03 4.737729816147082573e+01 2.411390887290167839e+01 2.326338928856914379e+01 7.462463178295984711e+00 3.659995582666313751e+00 3.802467595629669628e+00 2.937864858454819039e+00
1.305333272424619508e+03 5.090598848082487166e+03 2.443124719809287853e+03 2.800033463292101715e+03 8.181955001973610706e+02 4.283578462505903985e+02 6.533829535200756027e+02 2.943149281285471375e+00 1.540855562052483307e+00 2.350298393957106491e+00 4.736831635132189300e-01 2.495379036068928469e-01 3.279969101358656824e-01 2.762211268423908628e-01
1.923333333333327388e+01 4.673674444444444816e+04 2.337798888888888905e+04 -2.335875555555555547e+04 1.195833333333333394e+04 6.102333333333333030e+03 5.856000000000000000e+03 4.301558752997601687e+01 2.195083932853717101e+01 2.106474820143884941e+01 7.828089513801894661e+00 3.828562089397555379e+00 3.999527424404338394e+00 2.909077853971832273e+00
1.321379855386868940e+03 5.114892306048010141e+03 2.474500803279744105e+03 2.798379850362273373e+03 8.002053903009318674e+02 4.325361898795932802e+02 6.481436740586320866e+02 2.878436655758747076e+00 1.555885575106450869e+00 2.331452064959108395e+00 5.092118351222920669e-01 2.708386356950988616e-01 3.691794763073877328e-01 2.805938057308332012e-01
5.181555555555555657e+02 4.018448888888888905e+04 2.035132222222221753e+04 -1.983316666666666788e+04 9.209555555555554747e+03 4.851888888888888687e+03 4.357666666666666970e+03 3.312789768185452033e+01 1.745283772981614945e+01 1.567505995203836733e+01 8.744659651202924877e+00 4.185288537349228122e+00 4.559371113853695867e+00 2.806234886317108934e+00
1.330990213764099281e+03 5.328720882255672223e+03 2.770048064475808133e+03 2.722174556408084754e+03 8.293460758816230509e+02 4.620222323761882990e+02 5.055364587357781261e+02 2.983259265761233792e+00 1.661950476173339242e+00 1.818476470272582635e+00 6.248271885150403770e-01 2.887476688567824912e-01 4.628459857566853408e-01 2.981538288823857852e-01
8.406222222222222626e+02 4.026531111111111386e+04 2.055296666666666715e+04 -1.971234444444444671e+04 9.159111111111111313e+03 4.950444444444444343e+03 4.208666666666666970e+03 3.294644284572342485e+01 1.780735411670663382e+01 1.513908872901678571e+01 8.833546979902973106e+00 4.142636828523112769e+00 4.690910151379859450e+00 2.806900974712240870e+00
1.349048293985865030e+03 5.347586609021648655e+03 2.803890621578840182e+03 2.710443561941317512e+03 8.296793817753999747e+02 4.802698572703362174e+02 4.809162551260296254e+02 2.984458207825178899e+00 1.727589414641497179e+00 1.729914586784279118e+00 6.342173269815553072e-01 2.768815772237936956e-01 4.757323705405577252e-01 2.982416722432599254e-01
