6637.000,6263.000,6068.000,5682.000,5134.000,5306.000,4619.000,4048.000,2195.000,5103.000,5341.000,4076.000,4711.000,4053.000,4602.000,4617.000,4903.438,1031.645
8429.000,7849.000,8099.000,7352.000,7284.000,7031.000,6060.000,4314.000,5208.000,6939.000,6740.000,6278.000,6064.000,6015.000,6351.000,0.000,6667.533,1054.759
9569.000,9460.000,8929.000,8920.000,8173.000,8086.000,6496.000,6832.000,7062.000,8341.000,8304.000,6849.000,7181.000,7203.000,0.000,0.000,7957.500,987.797
9810.000,9752.000,9685.000,9727.000,9028.000,8259.000,7903.000,7340.000,8068.000,9395.000,8341.000,7703.000,8338.000,0.000,0.000,0.000,8719.154,844.996
10430.000,10247.000,9998.000,10066.000,9043.000,8945.000,8182.000,8331.000,9340.000,9617.000,8692.000,8651.000,0.000,0.000,0.000,0.000,9295.167,737.185
11084.000,10846.000,10616.000,10200.000,9917.000,9131.000,9012.000,9298.000,9316.000,10105.000,9395.000,0.000,0.000,0.000,0.000,0.000,9901.818,692.827
11448.000,10788.000,10591.000,10708.000,10253.000,9622.000,9772.000,9566.000,9664.000,10438.000,0.000,0.000,0.000,0.000,0.000,0.000,10285.000,592.277
11558.000,11187.000,11683.000,11175.000,10472.000,10709.000,10060.000,9700.000,10347.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,10765.667,642.280
11415.000,11614.000,11663.000,11324.000,11484.000,10735.000,10377.000,10204.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11102.000,540.458
12201.000,11843.000,11702.000,12393.000,11590.000,11529.000,10701.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11708.429,505.759
12322.000,11825.000,12551.000,12118.000,11891.000,11618.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12054.167,314.122
12526.000,12398.000,12577.000,12470.000,11968.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12387.800,218.169
12488.000,12260.000,12936.000,12352.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12509.000,259.528
12495.000,12467.000,12800.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12587.333,150.812
12796.000,12565.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12680.500,115.500
13142.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13142.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
