# tot_vol, sum_vol, dep_vol, sco_vol, morph_act_area, morph_act_area_dep, morph_act_area_sco, act_width_mean, act_width_mean_dep, act_width_mean_sco, act_thickness, act_thickness_dep, act_thickness_sco, bri
4.098812499999999659e+02 7.273195625000000291e+04 3.657091875000000437e+04 -3.616103749999999854e+04 3.351037500000000000e+04 1.679787500000000000e+04 1.671250000000000000e+04 1.205409172661870656e+02 6.042401079136690356e+01 6.011690647482013361e+01 4.340783323691653983e+00 2.176368987458962678e+00 2.164414336232690861e+00 3.092116590852162172e+00
1.614125383225676615e+03 6.386441951114952644e+03 3.526166132859233585e+03 3.043381865186120194e+03 4.896156017734728749e+01 3.066316754267243141e+02 3.079344491933307495e+02 1.761207200624001212e-01 1.102991638225625959e+00 1.107677874796153317e+00 3.801373477380085020e-01 1.986059740642034110e-01 1.864185825762411652e-01 3.313719722934295175e-01
3.842250000000000796e+02 6.156658750000000146e+04 3.097540625000000000e+04 -3.059118125000000146e+04 3.282318750000000000e+04 1.645187500000000000e+04 1.637131250000000000e+04 1.180690197841726672e+02 5.917940647482014072e+01 5.888961330935251226e+01 3.751332824847065872e+00 1.882018327772304600e+00 1.869314497074761716e+00 2.750188473212223705e+00
1.498218472261305578e+03 6.638534648632464268e+03 3.600216646513921660e+03 3.193092628475321817e+03 5.041604252368485817e+01 3.929007309423081438e+02 3.772921147383681841e+02 1.813526709485066002e-01 1.413311981806864015e+00 1.357165880353842669e+00 4.020271736678105445e-01 2.085237506671580032e-01 1.969832901421195437e-01 3.552627080261488990e-01
4.301062500000000455e+02 4.591045624999999563e+04 2.317028125000000728e+04 -2.274017499999999927e+04 1.336775000000000000e+04 6.731937500000000000e+03 6.635812500000000000e+03 4.808543165467625613e+01 2.421560251798560870e+01 2.386982913669064388e+01 6.832364774667543550e+00 3.423570442405541758e+00 3.408794332262002236e+00 2.636092309483536678e+00
1.168759882561827681e+03 7.644369832511435561e+03 4.085683149153081104e+03 3.634334616456635104e+03 1.240113528069103950e+03 7.333501439242717197e+02 5.527687376686112657e+02 4.460840029025553655e+00 2.637950158000977652e+00 1.988376754203637686e+00 5.899530970166924071e-01 3.123004284927864971e-01 2.966912522402556651e-01 3.764341010245713104e-01
4.996875000000000568e+02 4.704503749999999854e+04 2.377236249999999927e+04 -2.327267499999999927e+04 1.411737500000000000e+04 7.128812500000000000e+03 6.988562500000000000e+03 5.078192446043166797e+01 2.564321043165467273e+01 2.513871402877698458e+01 6.629773129108597729e+00 3.317151516567218739e+00 3.312621612541379434e+00 2.650322044174814540e+00
1.212876840344373250e+03 7.884981591994601331e+03 4.233813779690097363e+03 3.727844329753456350e+03 1.373392964294997455e+03 8.158284300903898156e+02 6.043413738060220339e+02 4.940262461492796575e+00 2.934634640612913348e+00 2.173889833834611540e+00 5.576782603812251438e-01 2.933629121253798488e-01 2.823751691335274483e-01 3.779944510882641273e-01
5.061187500000000909e+02 4.431505624999999418e+04 2.241058749999999418e+04 -2.190446875000000000e+04 1.272918750000000000e+04 6.437812500000000000e+03 6.291375000000000000e+03 4.578844424460432094e+01 2.315759892086331106e+01 2.263084532374100988e+01 6.920024129100002419e+00 3.459941220189165723e+00 3.460082908910836696e+00 2.612677090501285715e+00
1.229441712332649558e+03 8.017938791700827096e+03 4.308629423592117746e+03 3.786178440842222244e+03 1.417115565980329620e+03 8.367537136719203090e+02 6.277220598123026321e+02 5.097538007123486814e+00 3.009905444863023138e+00 2.257993020907563597e+00 5.716576399422015342e-01 3.022599025196901490e-01 2.931153845191317719e-01 3.855138217259649891e-01
6.911687500000001592e+02 3.627961875000000873e+04 1.848539374999999927e+04 -1.779422500000000218e+04 9.396562500000000000e+03 4.807500000000000000e+03 4.589062500000000000e+03 3.380058453237409566e+01 1.729316546762590079e+01 1.650741906474820198e+01 7.672455898337257274e+00 3.824669923653136294e+00 3.847785974684120092e+00 2.470084615961403607e+00
1.116120713520019535e+03 8.936563463114522165e+03 4.764228304965657117e+03 4.225644879408940142e+03 1.818314362560486870e+03 1.017526228163185920e+03 8.282256990662327780e+02 6.540699145901032630e+00 3.660166288356783593e+00 2.979229133331772861e+00 5.679053323636077399e-01 3.125690545635962936e-01 3.084398554062301456e-01 4.226037541705223166e-01
1.019437499999999773e+03 3.635794999999999709e+04 1.868869374999999854e+04 -1.766925625000000218e+04 9.341812500000000000e+03 4.903437500000000000e+03 4.438375000000000000e+03 3.360364208633093597e+01 1.763826438848920830e+01 1.596537769784172589e+01 7.742752407074705800e+00 3.790828136836333684e+00 3.951924270238371673e+00 2.470764603611527388e+00
1.124114123918808446e+03 8.961576083758927780e+03 4.797223117136198198e+03 4.215849807418539967e+03 1.814780813857075600e+03 1.031645164818674402e+03 8.112951740119005990e+02 6.527988539054229378e+00 3.710953830283001409e+00 2.918327964071584457e+00 5.674955547033592174e-01 3.098308753374729441e-01 3.134617423163580940e-01 4.226831224532636710e-01
