0.199,0.188,0.182,0.170,0.154,0.159,0.138,0.121,0.066,0.153,0.160,0.122,0.141,0.121,0.138,0.138,0.000,0.275,0.147,0.031
0.253,0.235,0.243,0.220,0.218,0.211,0.182,0.129,0.156,0.208,0.202,0.188,0.182,0.180,0.190,0.000,0.058,0.348,0.200,0.032
0.287,0.284,0.268,0.267,0.245,0.242,0.195,0.205,0.212,0.250,0.249,0.205,0.215,0.216,0.000,0.000,0.092,0.383,0.239,0.030
0.294,0.292,0.290,0.292,0.271,0.248,0.237,0.220,0.242,0.282,0.250,0.231,0.250,0.000,0.000,0.000,0.100,0.408,0.261,0.025
0.313,0.307,0.300,0.302,0.271,0.268,0.245,0.250,0.280,0.288,0.261,0.259,0.000,0.000,0.000,0.000,0.119,0.408,0.279,0.022
0.332,0.325,0.318,0.306,0.297,0.274,0.270,0.279,0.279,0.303,0.282,0.000,0.000,0.000,0.000,0.000,0.158,0.440,0.297,0.021
0.343,0.323,0.317,0.321,0.307,0.288,0.293,0.287,0.290,0.313,0.000,0.000,0.000,0.000,0.000,0.000,0.175,0.440,0.308,0.018
0.346,0.335,0.350,0.335,0.314,0.321,0.302,0.291,0.310,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.183,0.440,0.323,0.019
0.342,0.348,0.350,0.339,0.344,0.322,0.311,0.306,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.192,0.458,0.333,0.016
0.366,0.355,0.351,0.371,0.347,0.346,0.321,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.217,0.492,0.351,0.015
0.369,0.354,0.376,0.363,0.356,0.348,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.233,0.492,0.361,0.009
0.375,0.372,0.377,0.374,0.359,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.244,0.475,0.371,0.007
0.374,0.368,0.388,0.370,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.267,0.483,0.375,0.008
0.375,0.374,0.384,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.283,0.492,0.377,0.005
0.384,0.377,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.275,0.467,0.380,0.003
0.394,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.292,0.498,0.394,0.000
