5364.000,5579.000,4908.000,5119.000,5014.000,4727.000,4154.000,3850.000,1888.000,4284.000,4821.000,4309.000,4281.000,4177.000,4326.000,4213.000,4438.375,811.295
6984.000,6634.000,6079.000,6591.000,6629.000,5922.000,5472.000,4183.000,4050.000,5730.000,6319.000,5963.000,5544.000,6125.000,5667.000,0.000,5859.467,805.169
7247.000,7576.000,7706.000,7897.000,7256.000,7014.000,6025.000,5424.000,5878.000,7046.000,6966.000,6317.000,6500.000,6863.000,0.000,0.000,6836.786,697.978
8221.000,8972.000,8701.000,8486.000,8040.000,7439.000,6457.000,6464.000,6859.000,7263.000,7263.000,7306.000,7170.000,0.000,0.000,0.000,7587.769,790.681
9290.000,9463.000,9231.000,8953.000,8283.000,7422.000,7077.000,7653.000,7339.000,7497.000,7813.000,7643.000,0.000,0.000,0.000,0.000,8138.667,828.460
9837.000,9913.000,9767.000,9213.000,8029.000,7682.000,8117.000,7847.000,7756.000,7950.000,8065.000,0.000,0.000,0.000,0.000,0.000,8561.455,872.071
9923.000,10659.000,9912.000,8911.000,8784.000,8609.000,8140.000,8298.000,8041.000,8360.000,0.000,0.000,0.000,0.000,0.000,0.000,8963.700,848.052
10386.000,10819.000,9546.000,9282.000,9347.000,9038.000,8566.000,8549.000,8497.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9336.667,771.284
10648.000,10259.000,9802.000,9996.000,9504.000,9202.000,8836.000,8908.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9644.375,606.695
10368.000,10455.000,10225.000,10085.000,9665.000,9444.000,9058.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9900.000,483.887
10629.000,10890.000,10493.000,10090.000,9677.000,9522.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,10216.833,498.264
11270.000,11200.000,10549.000,9936.000,10062.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,10603.400,555.299
11613.000,11171.000,10407.000,10262.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,10863.250,553.737
11696.000,11012.000,10695.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11134.333,417.711
11707.000,11158.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11432.500,274.500
12081.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12081.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
