  section         X    mean y
        1      -440       1.2
        2      -390       1.3
        3      -340       1.5
        4      -290       1.6
        5      -240       1.7
        6      -190       1.8
        7      -140       2.4
        8       -90       2.3
        9       -40       2.2
       10        10       2.8
       11        60       2.5
       12       110       3.2
       13       160       3.6
       14       210       3.9
       15       260       4.0
       16       310       4.0
       17       360       4.4
       18       410       4.1
       19       460       3.9
       20       510       4.3
       21       560       4.4
       22       610       3.6
       23       660       3.6
       24       710       3.3
       25       760       2.9
       26       810       3.2
       27       860       3.9
       28       910       3.9
       29       960       4.0
       30      1010       3.2
       31      1060       3.2
       32      1110       3.0
       33      1160       3.3
       34      1210       3.3
       35      1260       3.0
       36      1310       3.5
       37      1360       2.8
       38      1410       3.1
       39      1460       2.6
       40      1510       2.5
       41      1560       2.3
       42      1610       1.5
       43      1660       1.9
       44      1710       1.8
       45      1760       2.4
       46      1810       2.7
       47      1860       2.6
       48      1910       2.6
       49      1960       0.9
       50      2010       0.5
       51      2060       0.6
       52      2110       0.4
       53      2160       0.9
       54      2210       0.4
       55      2260       0.1
       56      2310       0.2
       57      2360      -0.3
       58      2410      -0.3
       59      2460      -0.8
       60      2510      -0.6
       61      2560      -0.6
       62      2610       0.1
       63      2660       0.6
       64      2710       0.4
       65      2760       1.9
       66      2810       1.1
       67      2860       1.5
       68      2910       0.9
       69      2960       1.1
       70      3010       0.6
       71      3060       1.2
       72      3110       0.3
       73      3160       1.2
       74      3210       0.9
       75      3260       2.0
       76      3310       1.6
       77      3360       1.9
       78      3410       1.4
       79      3460       2.1
       80      3510       1.3
       81      3560       1.9
       82      3610       1.5
       83      3660       2.3
       84      3710       2.1
       85      3760       1.9
       86      3810       1.8
       87      3860       1.0
       88      3910       0.2
       89      3960      -0.5
       90      4010       1.0
       91      4060       2.4
       92      4110       2.1
       93      4160       1.3
       94      4210      -0.4
       95      4260       0.6
       96      4310      -0.1
       97      4360      -0.9
       98      4410      -0.8
       99      4460       0.3
      100      4510       0.5
      101      4560      -0.6
