5967.000,7387.000,7546.000,9742.000,7566.000,8183.000,9143.000,6969.000,7780.000,7809.222,1057.336
6775.000,8703.000,10545.000,10177.000,9121.000,9756.000,9705.000,8973.000,0.000,9219.375,1090.305
7999.000,11371.000,10765.000,11072.000,10839.000,10314.000,11697.000,0.000,0.000,10579.571,1130.680
9740.000,11416.000,11654.000,12738.000,11418.000,11543.000,0.000,0.000,0.000,11418.167,878.390
10092.000,11905.000,13359.000,12947.000,12942.000,0.000,0.000,0.000,0.000,12249.000,1180.723
10184.000,13784.000,13478.000,14483.000,0.000,0.000,0.000,0.000,0.000,12982.250,1656.127
12138.000,13819.000,14913.000,0.000,0.000,0.000,0.000,0.000,0.000,13623.333,1141.306
12507.000,15197.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13852.000,1345.000
13775.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13775.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
