# tot_vol, sum_vol, dep_vol, sco_vol, morph_act_area, morph_act_area_dep, morph_act_area_sco, act_width_mean, act_width_mean_dep, act_width_mean_sco, act_thickness, act_thickness_dep, act_thickness_sco, bri
-9.360333333333334167e+02 8.746330000000001746e+04 4.326363333333333139e+04 -4.419966666666667152e+04 3.368733333333333576e+04 1.692966666666666788e+04 1.675766666666666788e+04 1.207431302270012026e+02 6.067980884109916673e+01 6.006332138590203584e+01 5.193490916285862014e+00 2.556766801848582293e+00 2.636724114437280608e+00 3.832625333982257132e+00
2.218285829193343488e+03 5.734939589529742989e+03 3.094056042730247100e+03 3.054828843359677649e+03 3.707949418329340574e+01 4.245439383097532300e+02 4.326101658023716823e+02 1.329014128433455288e-01 1.521662861325280280e+00 1.550574070976243224e+00 3.372091586009156594e-01 1.902134629102431862e-01 1.560010296539497410e-01 3.001920012877694055e-01
-8.566111111111113132e+02 7.584774444444444089e+04 3.749556666666665842e+04 -3.835217777777778974e+04 3.301822222222221899e+04 1.661300000000000000e+04 1.640522222222222263e+04 1.183448825169255372e+02 5.954480286738350969e+01 5.880007964954202748e+01 4.595785768141925409e+00 2.259035908927697900e+00 2.336749859214226621e+00 3.512244937311818749e+00
1.991053764241128192e+03 5.634722845616593077e+03 2.999192562822348009e+03 2.976918253935986741e+03 3.294364810729504001e+01 4.882874836268759395e+02 5.026595441090824465e+02 1.180775917824204158e-01 1.750134349917118692e+00 1.801647111502086895e+00 3.369880994163231280e-01 1.945103651734725880e-01 1.519919365131494338e-01 3.168814307294057220e-01
-8.074666666666666970e+02 6.122237777777777956e+04 3.020745555555555984e+04 -3.101492222222222699e+04 1.473977777777777737e+04 7.473666666666666970e+03 7.266111111111111313e+03 5.283074472321784043e+01 2.678733572281959852e+01 2.604340900039825257e+01 8.307541238599631228e+00 4.037368051125652002e+00 4.270173187473977450e+00 3.432379088435884906e+00
1.775831959642828679e+03 5.975602880747271229e+03 3.282148944115427639e+03 2.942482417497842562e+03 6.569383156867041862e+02 3.698558277671630208e+02 4.824042667133136888e+02 2.354617618948760427e+00 1.325648128197717268e+00 1.729047550943776157e+00 6.076586707912473573e-01 3.456625934169771930e-01 3.022429810152306162e-01 3.246849731928309057e-01
-6.599222222222223309e+02 6.259165555555554602e+04 3.096586666666666497e+04 -3.162578888888889196e+04 1.556955555555555475e+04 7.921333333333333030e+03 7.648222222222222626e+03 5.580485862206292325e+01 2.839187574671445446e+01 2.741298287534846168e+01 8.043674364310138714e+00 3.906064883728576298e+00 4.137609480581561527e+00 3.446580957763219377e+00
1.766027308696478940e+03 5.952961129856319531e+03 3.243398290887711937e+03 2.959504495855286677e+03 6.709409828510521265e+02 3.664699472292676887e+02 5.094925095464609512e+02 2.404806390147139705e+00 1.313512355660457098e+00 1.826138027048246570e+00 5.937038634008511284e-01 3.350760110353618870e-01 2.976791400864199910e-01 3.232149032133433408e-01
-6.743222222222223081e+02 6.046272222222221899e+04 2.989419999999999709e+04 -3.056852222222222190e+04 1.448233333333333394e+04 7.375333333333333030e+03 7.107000000000000000e+03 5.190800477897252563e+01 2.643488649940262647e+01 2.547311827956989205e+01 8.352239815643629939e+00 4.048848933644862313e+00 4.303390881998768513e+00 3.424389182257835174e+00
1.788626678505531345e+03 6.032555994818222644e+03 3.315846326019615390e+03 2.966584189781530768e+03 6.457493493780866629e+02 3.898680688529276495e+02 4.823424325333841125e+02 2.314513797054074118e+00 1.397376590870708535e+00 1.728825923058723735e+00 6.200199776777657323e-01 3.513929314047565811e-01 3.156627638725152951e-01 3.270982747078854946e-01
-3.823555555555554406e+02 5.493842222222223063e+04 2.727803333333333285e+04 -2.766038888888889051e+04 1.215033333333333394e+04 6.269555555555555657e+03 5.880777777777777374e+03 4.354958183990441967e+01 2.247152528872958754e+01 2.107805655117482857e+01 9.041982901365146930e+00 4.341617882043003362e+00 4.700365019322142679e+00 3.354010707970946914e+00
1.590911012324637340e+03 6.206183686682137704e+03 3.419298394570312212e+03 2.971911066952802230e+03 6.330009654196604743e+02 3.896500170697661929e+02 3.581705918127648260e+02 2.268820664586596703e+00 1.396595043260810742e+00 1.283765562052920473e+00 7.117910089594065015e-01 3.910832727641176954e-01 3.614987981872178624e-01 3.381389344741409508e-01
-1.949999999999974776e+01 5.503918888888889342e+04 2.750984444444444307e+04 -2.752934444444444671e+04 1.209811111111111131e+04 6.381666666666666970e+03 5.716444444444444343e+03 4.336240541616885480e+01 2.287335722819593187e+01 2.048904818797291938e+01 9.113890969122316221e+00 4.301918428616338552e+00 4.811972540505976781e+00 3.354875695526949642e+00
1.574124186121709045e+03 6.192592253373637504e+03 3.398486397766285791e+03 2.977133367710590846e+03 6.306940523378359558e+02 3.787702323162274070e+02 3.552242206178798938e+02 2.260552158916975696e+00 1.357599398982894057e+00 1.273205091820357904e+00 7.112763062148558246e-01 3.877740579904956353e-01 3.623654895388976893e-01 3.378562554604596646e-01
