0.149,0.182,0.170,0.171,0.187,0.176,0.173,0.159,0.169,0.092,0.250,0.171,0.011
0.209,0.232,0.228,0.236,0.238,0.223,0.203,0.202,0.000,0.125,0.317,0.221,0.014
0.246,0.245,0.261,0.255,0.258,0.220,0.245,0.000,0.000,0.150,0.350,0.247,0.013
0.268,0.271,0.266,0.278,0.279,0.262,0.000,0.000,0.000,0.175,0.358,0.271,0.006
0.280,0.280,0.286,0.291,0.304,0.000,0.000,0.000,0.000,0.183,0.383,0.288,0.009
0.299,0.289,0.283,0.319,0.000,0.000,0.000,0.000,0.000,0.183,0.408,0.298,0.014
0.305,0.307,0.323,0.000,0.000,0.000,0.000,0.000,0.000,0.208,0.408,0.312,0.008
0.330,0.334,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.233,0.429,0.332,0.002
0.341,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.254,0.425,0.341,0.000
