-25727.500,-30339.400,-26718.200,-30214.000,-33596.600,-26640.200,-25778.200,-24064.300,-24685.700,-27529.344,2977.133
-43480.100,-41020.000,-40395.600,-45860.200,-44926.900,-34124.900,-32230.300,-32808.600,0.000,-39355.825,5186.592
-48321.600,-43324.000,-45647.400,-48388.600,-48433.700,-38804.600,-42439.000,0.000,0.000,-45051.271,3432.145
-49533.200,-48541.900,-44965.000,-54398.700,-53248.600,-47105.400,0.000,0.000,0.000,-49632.133,3295.550
-55264.100,-51189.100,-49989.600,-58110.600,-59449.600,0.000,0.000,0.000,0.000,-54800.600,3714.102
-59308.500,-54288.700,-52564.500,-63646.000,0.000,0.000,0.000,0.000,0.000,-57451.925,4350.470
-61170.700,-57346.100,-60008.900,0.000,0.000,0.000,0.000,0.000,0.000,-59508.567,1600.967
-64702.000,-63560.700,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-64131.350,570.650
-68860.800,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-68860.800,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
