4.8167,4.7832,5.8525,5.4855,5.9637,6.5638,5.9898,5.4023,5.6676
4.9598,4.7650,5.2307,6.0656,6.5866,5.8102,5.0710,5.7785,nan
4.8407,4.6926,5.7714,6.4228,5.7588,5.1204,5.8024,nan,nan
4.0630,4.9839,5.6012,5.8583,5.2333,6.0354,nan,nan,nan
4.3901,5.2182,5.6899,4.8084,5.3199,nan,nan,nan,nan
4.9537,5.1444,5.2805,5.5215,nan,nan,nan,nan,nan
5.3872,5.0862,5.4619,nan,nan,nan,nan,nan,nan
4.5309,5.3861,nan,nan,nan,nan,nan,nan,nan
5.5059,nan,nan,nan,nan,nan,nan,nan,nan
