4.3486,5.5636,5.7082,5.4737,5.4174,5.4209,5.4482,5.5938,5.5806
4.6460,5.1550,4.7170,4.8184,4.9709,4.8954,5.0439,5.0278,nan
4.3306,4.6678,4.7508,4.6141,4.7983,4.8949,5.0099,nan,nan
4.4168,4.9792,5.1708,5.4162,5.4818,5.4445,nan,nan,nan
4.6643,5.2723,5.2818,5.2683,5.3795,nan,nan,nan,nan
4.1506,4.4629,4.6282,4.8059,nan,nan,nan,nan,nan
3.9203,4.1098,4.2778,nan,nan,nan,nan,nan,nan
3.7138,3.8796,nan,nan,nan,nan,nan,nan,nan
3.8495,nan,nan,nan,nan,nan,nan,nan,nan
