  section         X    mean y
        1      -440      -0.8
        2      -390      -0.6
        3      -340      -0.4
        4      -290       0.3
        5      -240       0.4
        6      -190       0.5
        7      -140       1.0
        8       -90       1.1
        9       -40       0.8
       10        10       0.9
       11        60       0.5
       12       110       1.2
       13       160       0.3
       14       210       0.4
       15       260      -0.3
       16       310       0.4
       17       360      -0.7
       18       410      -0.7
       19       460      -1.3
       20       510      -1.6
       21       560      -0.4
       22       610      -0.4
       23       660      -0.5
       24       710      -1.6
       25       760      -1.8
       26       810      -0.9
       27       860      -0.7
       28       910      -0.5
       29       960      -0.1
       30      1010       0.3
       31      1060       1.7
       32      1110       1.9
       33      1160       2.3
       34      1210       2.1
       35      1260       1.6
       36      1310       1.8
       37      1360       1.1
       38      1410       2.0
       39      1460       1.5
       40      1510       2.5
       41      1560       2.2
       42      1610       1.9
       43      1660       2.1
       44      1710       1.4
       45      1760       1.6
       46      1810       1.1
       47      1860       2.1
       48      1910       2.0
       49      1960       2.1
       50      2010       2.1
       51      2060       2.0
       52      2110       2.8
       53      2160       1.6
       54      2210       2.1
       55      2260       1.1
       56      2310       0.8
       57      2360       0.0
       58      2410      -0.1
       59      2460      -0.1
       60      2510      -0.6
       61      2560      -0.9
       62      2610      -1.4
       63      2660      -1.6
       64      2710      -1.9
       65      2760      -1.1
       66      2810      -1.5
       67      2860      -1.4
       68      2910      -0.9
       69      2960      -0.6
       70      3010       0.0
       71      3060      -0.3
       72      3110       0.0
       73      3160      -1.0
       74      3210      -0.6
       75      3260      -1.0
       76      3310      -0.2
       77      3360      -0.6
       78      3410      -0.8
       79      3460      -0.8
       80      3510      -0.5
       81      3560      -0.2
       82      3610      -0.8
       83      3660      -0.4
       84      3710      -0.7
       85      3760      -0.2
       86      3810      -0.8
       87      3860       0.1
       88      3910      -0.2
       89      3960       0.1
       90      4010      -0.7
       91      4060      -0.2
       92      4110      -0.3
       93      4160       0.2
       94      4210      -0.1
       95      4260      -0.2
       96      4310       0.3
       97      4360       0.1
       98      4410      -0.1
       99      4460      -0.3
      100      4510       0.0
      101      4560      -0.3
      102      4610      -0.3
      103      4660      -0.6
      104      4710      -0.3
      105      4760      -0.5
      106      4810       0.4
      107      4860       0.0
      108      4910       0.2
      109      4960      -0.5
      110      5010       0.4
      111      5060      -0.3
      112      5110       0.3
      113      5160       0.1
      114      5210       0.8
      115      5260       0.5
      116      5310       1.6
      117      5360       0.4
      118      5410       1.2
      119      5460       1.3
      120      5510       1.8
      121      5560       1.3
      122      5610       2.3
      123      5660       1.2
      124      5710       1.1
      125      5760       0.6
      126      5810       1.1
      127      5860       0.9
      128      5910       1.8
      129      5960       1.2
      130      6010       1.6
      131      6060       1.1
      132      6110       1.9
      133      6160       1.1
      134      6210       1.5
      135      6260       1.2
      136      6310       1.3
      137      6360       0.7
      138      6410       1.0
      139      6460       0.3
      140      6510       0.7
      141      6560       0.3
      142      6610       0.5
      143      6660       0.2
      144      6710       0.7
      145      6760       0.2
      146      6810       0.8
      147      6860       1.2
      148      6910       1.1
      149      6960       0.7
      150      7010       0.1
      151      7060      -0.1
      152      7110       0.0
      153      7160       0.2
      154      7210      -0.2
      155      7260       0.3
      156      7310       0.0
      157      7360       0.7
      158      7410       0.5
      159      7460       0.8
      160      7510       0.0
      161      7560      -0.1
      162      7610      -1.0
      163      7660      -0.6
      164      7710      -0.9
      165      7760      -0.8
      166      7810      -0.6
      167      7860      -0.1
      168      7910      -0.2
      169      7960       0.2
      170      8010       0.0
      171      8060      -0.1
      172      8110       0.2
      173      8160       0.5
      174      8210       0.5
      175      8260      -0.1
      176      8310       0.6
      177      8360       0.1
      178      8410      -0.3
      179      8460      -0.6
      180      8510      -1.0
      181      8560      -1.0
      182      8610      -1.6
      183      8660      -0.7
      184      8710      -0.7
      185      8760      -0.2
      186      8810      -0.4
      187      8860      -0.1
      188      8910       0.3
      189      8960       0.4
      190      9010       0.2
      191      9060       0.4
      192      9110       0.8
      193      9160       0.5
      194      9210       1.5
      195      9260       1.1
      196      9310       1.0
      197      9360       0.9
      198      9410       1.3
      199      9460       1.6
      200      9510       0.8
      201      9560       1.9
      202      9610       1.7
      203      9660       1.6
      204      9710       0.9
      205      9760       0.8
      206      9810      -0.2
      207      9860      -0.6
      208      9910      -0.6
      209      9960      -1.2
      210     10010      -0.7
      211     10060      -0.8
      212     10110      -0.2
      213     10160      -0.7
      214     10210       0.1
      215     10260      -0.2
      216     10310      -0.2
      217     10360      -0.2
      218     10410      -0.1
      219     10460       0.3
      220     10510       0.1
      221     10560       0.6
      222     10610       0.0
      223     10660       1.0
      224     10710       0.3
      225     10760       1.0
      226     10810       1.3
      227     10860       0.3
      228     10910       0.6
      229     10960      -0.1
      230     11010       0.1
      231     11060      -0.6
      232     11110      -0.1
