0.124,0.150,0.158,0.176,0.147,0.145,0.138,0.110,0.100,0.008,0.223,0.139,0.023
0.201,0.211,0.227,0.222,0.202,0.193,0.153,0.138,0.000,0.058,0.308,0.193,0.030
0.231,0.229,0.254,0.243,0.239,0.193,0.179,0.000,0.000,0.092,0.350,0.224,0.025
0.243,0.255,0.274,0.283,0.234,0.219,0.000,0.000,0.000,0.125,0.383,0.251,0.022
0.268,0.288,0.298,0.272,0.248,0.000,0.000,0.000,0.000,0.135,0.383,0.275,0.017
0.299,0.306,0.287,0.290,0.000,0.000,0.000,0.000,0.000,0.175,0.408,0.296,0.008
0.310,0.299,0.296,0.000,0.000,0.000,0.000,0.000,0.000,0.183,0.408,0.302,0.006
0.312,0.316,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.225,0.400,0.314,0.002
0.318,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.225,0.417,0.318,0.000
