# tot_vol, sum_vol, dep_vol, sco_vol, morph_act_area, morph_act_area_dep, morph_act_area_sco, act_width_mean, act_width_mean_dep, act_width_mean_sco, act_thickness, act_thickness_dep, act_thickness_sco, bri
7.081111111111118817e+01 7.352236666666666861e+04 3.679658888888888760e+04 -3.672577777777777374e+04 3.358622222222221899e+04 1.705566666666666788e+04 1.653055555555555475e+04 1.208137490007993620e+02 6.135131894484412385e+01 5.946243005595523812e+01 4.381208997024040208e+00 2.153807662350107233e+00 2.227401334673932087e+00 3.266383628355155277e+00
1.983140248553313768e+03 6.724089083949503220e+03 4.023238197285710612e+03 2.895973762840699692e+03 3.379275983526576255e+01 6.235247477936310361e+02 6.106381199861723417e+02 1.215566900549141932e-01 2.242894776236084464e+00 2.196539999950259503e+00 4.004102327679902595e-01 1.894819607895452951e-01 2.198222388369470703e-01 3.595464737293523338e-01
3.437777777777778709e+01 6.259604444444444380e+04 3.131521111111111531e+04 -3.128083333333333212e+04 3.289455555555555475e+04 1.672633333333333212e+04 1.616822222222222263e+04 1.183257394084732255e+02 6.016666666666666430e+01 5.815907274180655406e+01 3.810342424189803179e+00 1.867998223372711264e+00 1.942344200817091915e+00 2.894294063959249819e+00
1.758647089085987545e+03 6.651532370499481658e+03 3.912938700273589347e+03 2.890808184189635085e+03 6.023677560927767161e+01 7.523031303935933920e+02 7.261771711852536555e+02 2.166790489542353426e-01 2.706126368322279596e+00 2.612148097788681955e+00 4.052882996859030196e-01 1.855562986027004535e-01 2.299142434675797153e-01 3.874004187977304059e-01
-1.030111111111111484e+02 4.632538888888889051e+04 2.311118888888888978e+04 -2.321419999999999709e+04 1.271644444444444525e+04 6.580888888888888687e+03 6.135555555555555657e+03 4.574260591526778796e+01 2.367226219024779965e+01 2.207034372501998476e+01 7.266511091141972578e+00 3.491881775141264299e+00 3.774629316000707835e+00 2.773657876295121838e+00
1.192220075176693399e+03 7.370713440584287127e+03 3.934782850833051270e+03 3.520211155914118990e+03 1.128051034218961831e+03 7.757252440916098521e+02 5.249626676908900436e+02 4.057737533161732912e+00 2.790378575869100430e+00 1.888354919751402461e+00 6.605831390511593959e-01 2.879541583533023474e-01 4.155979168554902459e-01 4.092178061095018693e-01
-2.328888888888887720e+01 4.725957777777777665e+04 2.361814444444444962e+04 -2.364143333333333430e+04 1.336833333333333394e+04 6.933666666666666970e+03 6.434666666666666970e+03 4.808752997601919077e+01 2.494124700239808234e+01 2.314628297362110132e+01 7.053271113713403651e+00 3.387942683898800933e+00 3.665328429814603606e+00 2.784820336599461044e+00
1.234132084092968626e+03 7.517555005862800499e+03 4.019120268613549342e+03 3.586785454972181924e+03 1.225140808233894404e+03 8.364085923359069739e+02 5.642156798010254306e+02 4.406981324582353921e+00 3.008664001208297911e+00 2.029552805039660068e+00 6.363265593745868198e-01 2.788901276021552578e-01 3.984186223787486436e-01 4.098275058960426653e-01
-1.322222222222181776e+00 4.433330000000000291e+04 2.216598888888888541e+04 -2.216731111111111022e+04 1.197322222222222263e+04 6.232888888888888687e+03 5.740333333333333030e+03 4.306914468425260623e+01 2.242046362909672297e+01 2.064868105515587615e+01 7.387402109711288745e+00 3.535150808128464828e+00 3.852251301582823473e+00 2.731556289667751436e+00
1.278499939406227895e+03 7.499832350866991874e+03 4.065090468159471129e+03 3.523643452275703112e+03 1.220501333949635409e+03 8.518027216105909929e+02 5.466036549050468238e+02 4.390292568164155362e+00 3.064038566944570885e+00 1.966200197500168612e+00 6.817647386408612897e-01 2.983022859598729037e-01 4.356451592254551586e-01 4.210526974042901327e-01
3.958888888888859015e+01 3.573463333333333139e+04 1.788711111111110949e+04 -1.784752222222222190e+04 8.526888888888888687e+03 4.536777777777777374e+03 3.990111111111111313e+03 3.067226219024779965e+01 1.631934452438049732e+01 1.435291766586730411e+01 8.342270867177715488e+00 3.906478446935117255e+00 4.435792420242601786e+00 2.569607071825800837e+00
9.221578961501652429e+02 7.735766115762407026e+03 3.894175284374355670e+03 3.896360500027280068e+03 1.269183415905627271e+03 7.389847055668528810e+02 6.039837092071724101e+02 4.565407970883550881e+00 2.658218365348391732e+00 2.172603270529397612e+00 8.462770826903285304e-01 3.810592241276551939e-01 5.250985294372956247e-01 4.615338414805027489e-01
3.502444444444446390e+02 3.584222222222221899e+04 1.809623333333332994e+04 -1.774598888888888541e+04 8.489333333333333940e+03 4.631777777777777374e+03 3.857555555555555657e+03 3.053717026378896904e+01 1.666107114308552894e+01 1.387609912070343654e+01 8.433629440695716184e+00 3.872281679180463509e+00 4.561347761515250454e+00 2.570743009821027769e+00
8.778703246571102454e+02 7.752696333072741254e+03 3.910777049811627421e+03 3.891439481290080039e+03 1.267896858756438633e+03 7.507840017501376906e+02 5.882454346257391080e+02 4.560780067469202947e+00 2.700661876799055783e+00 2.115990772035032386e+00 8.514098105227668745e-01 3.786108547367538768e-01 5.356342848475263985e-01 4.614070938824448298e-01
