t [min]	h [mm]	Q [m3/s]
23265	409	9.2
23280	408	9.2
23295	408	9.2
23310	408	9.2
23325	408	9.2
23340	408	9.2
23355	406	9.1
23370	408	9.2
23385	408	9.2
23400	406	9.1
23415	400	9.0
23430	401	9.1
23445	400	9.0
23460	405	9.1
23475	405	9.1
23490	402	9.1
23505	403	9.1
23520	400	9.0
23535	401	9.1
23550	398	9.0
23565	399	9.0
23580	399	9.0
23595	398	9.0
23610	393	8.9
23625	395	9.0
23640	396	9.0
23655	398	9.0
23670	397	9.0
23685	394	8.9
23700	394	8.9
23715	393	8.9
23730	393	8.9
23745	394	8.9
23760	385	8.8
23775	389	8.9
23790	390	8.9
23805	393	8.9
23820	391	8.9
23835	386	8.8
23850	391	8.9
23865	390	8.9
23880	386	8.8
23895	386	8.8
23910	386	8.8
23925	382	8.8
23940	384	8.8
23955	389	8.9
23970	386	8.8
23985	384	8.8
24000	384	8.8
24015	377	8.7
24030	385	8.8
24045	382	8.8
24060	380	8.7
24075	378	8.7
24090	383	8.8
24105	379	8.7
24120	383	8.8
24135	381	8.8
24150	388	8.9
24165	384	8.8
24180	383	8.8
24195	383	8.8
24210	387	8.8
24225	380	8.7
24240	382	8.8
24255	386	8.8
24270	391	8.9
24285	386	8.8
24300	389	8.9
24315	383	8.8
24330	392	8.9
24345	391	8.9
24360	393	8.9
24375	392	8.9
24390	392	8.9
24405	395	9.0
24420	390	8.9
24435	388	8.9
24450	390	8.9
24465	394	8.9
24480	387	8.8
24495	389	8.9
24510	395	9.0
24525	392	8.9
24540	395	9.0
24555	397	9.0
24570	390	8.9
24585	399	9.0
24600	396	9.0
24615	400	9.0
24630	399	9.0
24645	405	9.1
24660	397	9.0
24675	405	9.1
24690	404	9.1
24705	408	9.2
24720	408	9.2
24735	402	9.1
24750	409	9.2
24765	408	9.2
24780	412	9.2
24795	403	9.1
24810	409	9.2
24825	410	9.2
24840	407	9.2
24855	409	9.2
24870	411	9.2
24885	404	9.1
24900	408	9.2
24915	401	9.1
24930	406	9.1
24945	402	9.1
24960	406	9.1
24975	402	9.1
24990	406	9.1
25005	403	9.1
25020	402	9.1
25035	403	9.1
25050	401	9.1
25065	397	9.0
25080	399	9.0
25095	395	9.0
25110	399	9.0
25125	390	8.9
25140	396	9.0
25155	398	9.0
25170	394	8.9
25185	396	9.0
25200	396	9.0
25215	396	9.0
25230	395	9.0
25245	398	9.0
25260	394	8.9
25275	389	8.9
25290	391	8.9
25305	391	8.9
25320	389	8.9
25335	385	8.8
25350	387	8.8
25365	386	8.8
25380	386	8.8
25395	389	8.9
25410	385	8.8
25425	386	8.8
25440	384	8.8
25455	386	8.8
25470	384	8.8
25485	388	8.9
25500	389	8.9
25515	385	8.8
25530	388	8.9
25545	387	8.8
25560	386	8.8
25575	388	8.9
25590	378	8.7
25605	385	8.8
25620	386	8.8
25635	387	8.8
25650	385	8.8
25665	385	8.8
25680	389	8.9
25695	391	8.9
25710	389	8.9
25725	387	8.8
25740	388	8.9
25755	388	8.9
25770	391	8.9
25785	386	8.8
25800	390	8.9
25815	386	8.8
25830	388	8.9
25845	383	8.8
25860	386	8.8
25875	383	8.8
25890	387	8.8
25905	385	8.8
25920	385	8.8
25935	383	8.8
25950	382	8.8
25965	382	8.8
25980	382	8.8
25995	386	8.8
26010	386	8.8
26025	383	8.8
26040	385	8.8
26055	387	8.8
26070	388	8.9
26085	390	8.9
26100	389	8.9
26115	393	8.9
26130	386	8.8
26145	393	8.9
26160	397	9.0
26175	394	8.9
26190	389	8.9
26205	394	8.9
26220	398	9.0
26235	401	9.1
26250	396	9.0
26265	393	8.9
26280	390	8.9
26295	395	9.0
26310	396	9.0
26325	395	9.0
26340	395	9.0
26355	399	9.0
26370	400	9.0
26385	396	9.0
26400	399	9.0
26415	394	8.9
26430	400	9.0
26445	399	9.0
26460	397	9.0
26475	396	9.0
26490	396	9.0
26505	395	9.0
26520	398	9.0
26535	395	9.0
26550	395	9.0
26565	396	9.0
26580	397	9.0
26595	395	9.0
26610	395	9.0
26625	391	8.9
26640	394	8.9
26655	393	8.9
26670	396	9.0
26685	389	8.9
26700	393	8.9
26715	396	9.0
26730	387	8.8
26745	383	8.8
26760	386	8.8
26775	386	8.8
26790	385	8.8
26805	387	8.8
26820	383	8.8
26835	387	8.8
26850	387	8.8
26865	384	8.8
26880	389	8.9
26895	386	8.8
26910	380	8.7
26925	383	8.8
26940	384	8.8
26955	384	8.8
26970	385	8.8
26985	385	8.8
27000	383	8.8
27015	386	8.8
27030	386	8.8
27045	389	8.9
27060	387	8.8
27075	385	8.8
27090	385	8.8
27105	385	8.8
27120	388	8.9
27135	389	8.9
27150	389	8.9
27165	391	8.9
27180	389	8.9
27195	382	8.8
27210	387	8.8
27225	379	8.7
27240	382	8.8
27255	388	8.9
27270	386	8.8
27285	386	8.8
27300	383	8.8
27315	383	8.8
27330	379	8.7
27345	385	8.8
27360	380	8.7
27375	380	8.7
27390	380	8.7
27405	384	8.8
27420	383	8.8
27435	384	8.8
27450	386	8.8
27465	375	8.7
27480	382	8.8
27495	387	8.8
27510	387	8.8
27525	381	8.8
27540	392	8.9
27555	388	8.9
27570	392	8.9
27585	391	8.9
27600	391	8.9
27615	393	8.9
27630	384	8.8
27645	390	8.9
27660	390	8.9
27675	390	8.9
27690	399	9.0
27705	394	8.9
27720	401	9.1
27735	391	8.9
27750	395	9.0
27765	395	9.0
27780	394	8.9
27795	403	9.1
27810	402	9.1
27825	402	9.1
27840	402	9.1
27855	398	9.0
27870	403	9.1
27885	403	9.1
27900	404	9.1
27915	404	9.1
27930	402	9.1
27945	403	9.1
27960	397	9.0
27975	404	9.1
27990	397	9.0
28005	402	9.1
28020	400	9.0
28035	397	9.0
28050	395	9.0
28065	395	9.0
28080	398	9.0
28095	399	9.0
28110	395	9.0
28125	399	9.0
28140	400	9.0
28155	392	8.9
28170	395	9.0
28185	389	8.9
28200	390	8.9
28215	397	9.0
28230	397	9.0
28245	393	8.9
28260	389	8.9
28275	387	8.8
28290	388	8.9
28305	391	8.9
28320	392	8.9
28335	393	8.9
28350	393	8.9
28365	391	8.9
28380	391	8.9
28395	389	8.9
28410	392	8.9
28425	392	8.9
28440	391	8.9
28455	389	8.9
28470	388	8.9
28485	388	8.9
28500	397	9.0
28515	393	8.9
28530	389	8.9
28545	390	8.9
28560	390	8.9
28575	391	8.9
28590	387	8.8
28605	391	8.9
28620	386	8.8
28635	387	8.8
28650	389	8.9
28665	388	8.9
28680	381	8.8
28695	388	8.9
28710	387	8.8
28725	389	8.9
28740	386	8.8
28755	386	8.8
28770	387	8.8
28785	393	8.9
28800	389	8.9
28815	387	8.8
28830	386	8.8
28845	387	8.8
28860	384	8.8
28875	384	8.8
28890	384	8.8
28905	382	8.8
28920	386	8.8
28935	389	8.9
28950	384	8.8
28965	389	8.9
28980	385	8.8
28995	390	8.9
29010	385	8.8
29025	390	8.9
29040	391	8.9
29055	391	8.9
29070	391	8.9
29085	392	8.9
29100	391	8.9
29115	392	8.9
29130	392	8.9
29145	392	8.9
29160	395	9.0
29175	394	8.9
29190	393	8.9
29205	386	8.8
29220	395	9.0
29235	390	8.9
29250	393	8.9
29265	393	8.9
29280	395	9.0
29295	395	9.0
29310	400	9.0
29325	399	9.0
29340	388	8.9
29355	396	9.0
29370	395	9.0
29385	396	9.0
29400	401	9.1
29415	399	9.0
29430	394	8.9
29445	398	9.0
29460	403	9.1
29475	400	9.0
29490	400	9.0
29505	395	9.0
29520	392	8.9
29535	396	9.0
29550	403	9.1
29565	392	8.9
29580	393	8.9
29595	394	8.9
29610	395	9.0
29625	395	9.0
29640	394	8.9
29655	388	8.9
29670	388	8.9
29685	390	8.9
29700	395	9.0
29715	388	8.9
29730	392	8.9
29745	387	8.8
29760	381	8.8
29775	391	8.9
29790	390	8.9
29805	388	8.9
29820	388	8.9
29835	388	8.9
29850	392	8.9
29865	387	8.8
29880	391	8.9
29895	390	8.9
29910	388	8.9
29925	390	8.9
29940	390	8.9
29955	387	8.8
29970	385	8.8
29985	388	8.9
30000	387	8.8
30015	384	8.8
30030	381	8.8
30045	388	8.9
30060	385	8.8
30075	382	8.8
30090	383	8.8
30105	386	8.8
30120	379	8.7
30135	384	8.8
30150	384	8.8
30165	383	8.8
30180	378	8.7
30195	374	8.7
30210	381	8.8
30225	381	8.8
30240	379	8.7
30255	380	8.7
30270	380	8.7
30285	380	8.7
30300	380	8.7
30315	380	8.7
30330	383	8.8
30345	380	8.7
30360	378	8.7
30375	381	8.8
30390	376	8.7
30405	379	8.7
30420	381	8.8
30435	383	8.8
30450	383	8.8
30465	378	8.7
30480	380	8.7
30495	381	8.8
30510	380	8.7
30525	381	8.8
30540	381	8.8
30555	378	8.7
30570	380	8.7
30585	379	8.7
30600	373	8.6
30615	377	8.7
30630	378	8.7
30645	373	8.6
30660	374	8.7
30675	372	8.6
30690	376	8.7
30705	375	8.7
30720	375	8.7
30735	371	8.6
30750	376	8.7
30765	372	8.6
30780	375	8.7
30795	369	8.6
30810	374	8.7
30825	370	8.6
30840	365	8.5
30855	367	8.6
30870	370	8.6
30885	366	8.5
30900	370	8.6
30915	369	8.6
30930	366	8.5
30945	364	8.5
30960	365	8.5
30975	365	8.5
30990	363	8.5
31005	366	8.5
31020	367	8.6
31035	364	8.5
31050	364	8.5
31065	362	8.5
31080	362	8.5
31095	359	8.5
31110	359	8.5
31125	358	8.4
31140	364	8.5
31155	360	8.5
31170	362	8.5
31185	362	8.5
31200	362	8.5
31215	354	8.4
31230	361	8.5
31245	360	8.5
31260	356	8.4
31275	360	8.5
31290	355	8.4
31305	358	8.4
31320	355	8.4
31335	361	8.5
31350	358	8.4
31365	360	8.5
31380	362	8.5
31395	361	8.5
31410	363	8.5
31425	361	8.5
31440	362	8.5
31455	365	8.5
31470	360	8.5
31485	366	8.5
31500	361	8.5
31515	364	8.5
31530	360	8.5
31545	363	8.5
31560	364	8.5
31575	370	8.6
31590	372	8.6
31605	358	8.4
31620	365	8.5
31635	364	8.5
31650	368	8.6
31665	364	8.5
31680	362	8.5
31695	359	8.5
31710	359	8.5
31725	359	8.5
31740	366	8.5
31755	360	8.5
31770	356	8.4
31785	362	8.5
31800	363	8.5
31815	360	8.5
31830	365	8.5
31845	361	8.5
31860	360	8.5
31875	363	8.5
31890	364	8.5
31905	364	8.5
31920	360	8.5
31935	365	8.5
31950	365	8.5
31965	365	8.5
31980	365	8.5
31995	366	8.5
32010	368	8.6
32025	366	8.5
32040	366	8.5
32055	366	8.5
32070	369	8.6
32085	367	8.6
32100	367	8.6
32115	368	8.6
32130	362	8.5
32145	366	8.5
32160	366	8.5
32175	368	8.6
32190	366	8.5
32205	367	8.6
32220	366	8.5
32235	364	8.5
32250	362	8.5
32265	363	8.5
32280	364	8.5
32295	364	8.5
32310	366	8.5
32325	362	8.5
32340	365	8.5
32355	363	8.5
32370	366	8.5
32385	368	8.6
32400	360	8.5
32415	364	8.5
32430	369	8.6
32445	360	8.5
32460	365	8.5
32475	362	8.5
32490	360	8.5
32505	361	8.5
32520	360	8.5
32535	362	8.5
32550	363	8.5
32565	357	8.4
32580	362	8.5
32595	361	8.5
32610	360	8.5
32625	358	8.4
32640	359	8.5
32655	356	8.4
32670	356	8.4
32685	356	8.4
32700	354	8.4
32715	358	8.4
32730	359	8.5
32745	362	8.5
32760	361	8.5
32775	360	8.5
32790	360	8.5
32805	360	8.5
32820	359	8.5
32835	361	8.5
32850	360	8.5
32865	357	8.4
32880	361	8.5
32895	365	8.5
32910	362	8.5
32925	365	8.5
32940	359	8.5
32955	361	8.5
32970	369	8.6
32985	364	8.5
33000	360	8.5
33015	364	8.5
33030	361	8.5
33045	365	8.5
33060	361	8.5
33075	359	8.5
33090	360	8.5
33105	358	8.4
33120	356	8.4
33135	357	8.4
33150	356	8.4
33165	357	8.4
33180	356	8.4
33195	359	8.5
33210	359	8.5
33225	359	8.5
33240	353	8.4
33255	359	8.5
33270	364	8.5
33285	362	8.5
33300	365	8.5
33315	359	8.5
33330	371	8.6
33345	369	8.6
33360	369	8.6
33375	370	8.6
33390	374	8.7
33405	376	8.7
33420	376	8.7
33435	379	8.7
33450	374	8.7
33465	376	8.7
33480	383	8.8
33495	383	8.8
33510	382	8.8
33525	383	8.8
33540	385	8.8
33555	380	8.7
33570	387	8.8
33585	382	8.8
33600	386	8.8
33615	372	8.6
33630	391	8.9
33645	388	8.9
33660	384	8.8
33675	384	8.8
33690	381	8.8
33705	389	8.9
33720	380	8.7
33735	388	8.9
33750	392	8.9
33765	389	8.9
33780	387	8.8
33795	384	8.8
33810	385	8.8
33825	386	8.8
33840	385	8.8
33855	384	8.8
33870	383	8.8
33885	385	8.8
33900	382	8.8
33915	380	8.7
33930	382	8.8
33945	383	8.8
33960	380	8.7
33975	379	8.7
33990	378	8.7
34005	378	8.7
34020	378	8.7
34035	377	8.7
34050	376	8.7
34065	369	8.6
34080	372	8.6
34095	370	8.6
34110	365	8.5
34125	373	8.6
34140	368	8.6
34155	373	8.6
34170	372	8.6
34185	373	8.6
34200	368	8.6
34215	369	8.6
34230	374	8.7
34245	377	8.7
34260	374	8.7
34275	372	8.6
34290	372	8.6
34305	371	8.6
34320	379	8.7
34335	374	8.7
34350	372	8.6
34365	371	8.6
34380	375	8.7
34395	373	8.6
34410	377	8.7
34425	374	8.7
34440	371	8.6
34455	364	8.5
34470	364	8.5
34485	364	8.5
34500	370	8.6
34515	366	8.5
34530	370	8.6
34545	369	8.6
34560	369	8.6
34575	365	8.5
34590	365	8.5
34605	366	8.5
34620	364	8.5
34635	361	8.5
34650	361	8.5
34665	366	8.5
34680	370	8.6
34695	367	8.6
34710	372	8.6
34725	373	8.6
34740	375	8.7
34755	375	8.7
34770	379	8.7
34785	380	8.7
34800	386	8.8
34815	378	8.7
34830	379	8.7
34845	379	8.7
34860	382	8.8
34875	382	8.8
34890	384	8.8
34905	386	8.8
34920	384	8.8
34935	385	8.8
34950	387	8.8
34965	390	8.9
34980	387	8.8
34995	387	8.8
35010	382	8.8
35025	394	8.9
35040	390	8.9
35055	387	8.8
35070	390	8.9
35085	393	8.9
35100	389	8.9
35115	390	8.9
35130	394	8.9
35145	393	8.9
35160	390	8.9
35175	387	8.8
35190	383	8.8
35205	389	8.9
35220	386	8.8
35235	389	8.9
35250	393	8.9
35265	387	8.8
35280	384	8.8
35295	389	8.9
35310	379	8.7
35325	388	8.9
35340	384	8.8
35355	380	8.7
35370	384	8.8
35385	385	8.8
35400	385	8.8
35415	383	8.8
35430	378	8.7
35445	382	8.8
35460	380	8.7
35475	376	8.7
35490	376	8.7
35505	380	8.7
35520	375	8.7
35535	376	8.7
35550	376	8.7
35565	377	8.7
35580	373	8.6
35595	379	8.7
35610	377	8.7
35625	380	8.7
35640	377	8.7
35655	380	8.7
35670	373	8.6
35685	379	8.7
35700	379	8.7
35715	380	8.7
35730	380	8.7
35745	374	8.7
35760	375	8.7
35775	380	8.7
35790	378	8.7
35805	375	8.7
35820	375	8.7
35835	376	8.7
35850	374	8.7
35865	365	8.5
35880	373	8.6
35895	375	8.7
35910	370	8.6
35925	369	8.6
35940	374	8.7
35955	368	8.6
35970	368	8.6
35985	368	8.6
36000	368	8.6
36015	362	8.5
36030	370	8.6
36045	366	8.5
36060	369	8.6
36075	372	8.6
36090	368	8.6
36105	371	8.6
36120	369	8.6
36135	373	8.6
36150	368	8.6
36165	375	8.7
36180	370	8.6
36195	374	8.7
36210	377	8.7
36225	375	8.7
36240	380	8.7
36255	381	8.8
36270	382	8.8
36285	380	8.7
36300	377	8.7
36315	383	8.8
36330	381	8.8
36345	383	8.8
36360	380	8.7
36375	385	8.8
36390	382	8.8
36405	386	8.8
36420	387	8.8
36435	385	8.8
36450	384	8.8
36465	389	8.9
36480	385	8.8
36495	387	8.8
36510	385	8.8
36525	386	8.8
36540	386	8.8
36555	380	8.7
36570	384	8.8
36585	385	8.8
36600	390	8.9
36615	383	8.8
36630	386	8.8
36645	385	8.8
36660	390	8.9
36675	384	8.8
36690	383	8.8
36705	385	8.8
36720	384	8.8
36735	378	8.7
36750	373	8.6
36765	382	8.8
36780	379	8.7
36795	384	8.8
36810	379	8.7
36825	382	8.8
36840	382	8.8
36855	387	8.8
36870	381	8.8
36885	388	8.9
36900	386	8.8
36915	387	8.8
36930	389	8.9
36945	390	8.9
36960	391	8.9
36975	394	8.9
36990	393	8.9
37005	388	8.9
37020	397	9.0
37035	396	9.0
37050	392	8.9
37065	395	9.0
37080	395	9.0
37095	392	8.9
37110	396	9.0
37125	395	9.0
37140	396	9.0
37155	395	9.0
37170	396	9.0
37185	396	9.0
37200	400	9.0
37215	403	9.1
37230	396	9.0
37245	401	9.1
37260	404	9.1
37275	408	9.2
37290	410	9.2
37305	407	9.2
37320	408	9.2
37335	411	9.2
37350	408	9.2
37365	411	9.2
37380	410	9.2
37395	416	9.3
37410	401	9.1
37425	418	9.4
37440	417	9.3
37455	420	9.4
37470	424	9.5
37485	428	9.5
37500	435	9.7
37515	438	9.7
37530	445	9.9
37545	452	10.0
37560	462	10.3
37575	465	10.3
37590	471	10.5
37605	481	10.7
37620	490	10.9
37635	493	11.0
37650	505	11.3
37665	517	11.6
37680	527	11.9
37695	537	12.2
37710	562	13.0
37725	580	13.6
37740	600	14.3
37755	631	15.5
37770	646	16.1
37785	685	17.8
37800	691	18.1
37815	701	18.5
37830	712	19.0
37845	713	19.1
37860	712	19.0
37875	714	19.1
37890	710	18.9
37905	705	18.7
37920	694	18.2
37935	698	18.4
37950	690	18.0
37965	674	17.3
37980	669	17.1
37995	670	17.1
38010	659	16.6
38025	652	16.4
38040	647	16.1
38055	643	16.0
38070	632	15.5
38085	628	15.4
38100	616	14.9
38115	615	14.9
38130	614	14.8
38145	602	14.4
38160	605	14.5
38175	601	14.4
38190	596	14.2
38205	592	14.0
38220	593	14.1
38235	588	13.9
38250	579	13.6
38265	583	13.7
38280	572	13.3
38295	572	13.3
38310	573	13.4
38325	563	13.0
38340	566	13.1
38355	555	12.8
38370	554	12.8
38385	543	12.4
38400	553	12.7
38415	549	12.6
38430	542	12.4
38445	539	12.3
38460	538	12.3
38475	532	12.1
38490	532	12.1
38505	530	12.0
38520	526	11.9
38535	525	11.9
38550	523	11.8
38565	520	11.7
38580	517	11.6
38595	514	11.6
38610	517	11.6
38625	510	11.5
38640	508	11.4
38655	505	11.3
38670	508	11.4
38685	504	11.3
38700	506	11.3
38715	495	11.1
38730	490	10.9
38745	493	11.0
38760	496	11.1
38775	489	10.9
38790	486	10.8
38805	489	10.9
38820	488	10.9
38835	480	10.7
38850	478	10.6
38865	486	10.8
38880	489	10.9
38895	486	10.8
38910	486	10.8
38925	490	10.9
38940	492	11.0
38955	499	11.2
38970	494	11.0
38985	497	11.1
39000	500	11.2
39015	499	11.2
39030	499	11.2
39045	503	11.3
39060	503	11.3
39075	508	11.4
39090	505	11.3
39105	505	11.3
39120	507	11.4
39135	516	11.6
39150	508	11.4
39165	512	11.5
39180	514	11.6
39195	517	11.6
39210	513	11.5
39225	519	11.7
39240	522	11.8
39255	512	11.5
39270	513	11.5
39285	520	11.7
39300	516	11.6
39315	519	11.7
39330	520	11.7
39345	519	11.7
39360	514	11.6
39375	521	11.8
39390	516	11.6
39405	511	11.5
39420	513	11.5
39435	516	11.6
39450	503	11.3
39465	512	11.5
39480	507	11.4
39495	509	11.4
39510	510	11.5
39525	502	11.2
39540	504	11.3
39555	510	11.5
39570	500	11.2
39585	497	11.1
39600	503	11.3
39615	502	11.2
39630	502	11.2
39645	501	11.2
39660	494	11.0
39675	495	11.1
39690	492	11.0
39705	487	10.9
39720	484	10.8
39735	493	11.0
39750	486	10.8
39765	486	10.8
39780	483	10.8
39795	485	10.8
39810	486	10.8
39825	483	10.8
39840	483	10.8
39855	479	10.7
39870	484	10.8
39885	479	10.7
39900	480	10.7
39915	472	10.5
39930	475	10.6
39945	479	10.7
39960	471	10.5
39975	471	10.5
39990	471	10.5
40005	475	10.6
40020	472	10.5
40035	469	10.4
40050	469	10.4
40065	465	10.3
40080	467	10.4
40095	462	10.3
40110	466	10.3
40125	465	10.3
40140	462	10.3
40155	463	10.3
40170	462	10.3
40185	457	10.1
40200	461	10.2
40215	455	10.1
40230	457	10.1
40245	462	10.3
40260	451	10.0
40275	454	10.1
40290	457	10.1
40305	457	10.1
40320	457	10.1
40335	455	10.1
40350	454	10.1
40365	455	10.1
40380	455	10.1
40395	455	10.1
40410	460	10.2
40425	465	10.3
40440	463	10.3
40455	463	10.3
40470	467	10.4
40485	465	10.3
40500	467	10.4
40515	473	10.5
40530	482	10.7
40545	479	10.7
40560	484	10.8
40575	492	11.0
40590	492	11.0
40605	492	11.0
40620	502	11.2
40635	506	11.3
40650	509	11.4
40665	513	11.5
40680	517	11.6
40695	517	11.6
40710	530	12.0
40725	531	12.1
40740	540	12.3
40755	544	12.4
40770	549	12.6
40785	554	12.8
40800	554	12.8
40815	560	13.0
40830	562	13.0
40845	567	13.2
40860	572	13.3
40875	568	13.2
40890	579	13.6
40905	584	13.8
40920	583	13.7
40935	576	13.5
40950	572	13.3
40965	584	13.8
40980	581	13.7
40995	579	13.6
41010	579	13.6
41025	573	13.4
41040	571	13.3
41055	575	13.4
41070	570	13.3
41085	571	13.3
41100	567	13.2
41115	566	13.1
41130	564	13.1
41145	564	13.1
41160	563	13.0
41175	551	12.7
41190	556	12.8
41205	557	12.9
41220	546	12.5
41235	548	12.6
41250	541	12.4
41265	542	12.4
41280	544	12.4
41295	539	12.3
41310	540	12.3
41325	538	12.3
41340	538	12.3
41355	530	12.0
41370	534	12.1
41385	529	12.0
41400	526	11.9
41415	527	11.9
41430	520	11.7
41445	521	11.8
41460	516	11.6
41475	511	11.5
41490	522	11.8
41505	517	11.6
41520	520	11.7
41535	515	11.6
41550	515	11.6
41565	516	11.6
41580	516	11.6
41595	509	11.4
41610	507	11.4
41625	506	11.3
41640	507	11.4
41655	504	11.3
41670	503	11.3
41685	511	11.5
41700	503	11.3
41715	507	11.4
41730	506	11.3
41745	502	11.2
41760	509	11.4
41775	507	11.4
41790	510	11.5
41805	509	11.4
41820	506	11.3
41835	510	11.5
41850	507	11.4
41865	512	11.5
41880	518	11.7
41895	520	11.7
41910	519	11.7
41925	531	12.1
41940	530	12.0
41955	543	12.4
41970	547	12.5
41985	551	12.7
42000	551	12.7
42015	544	12.4
42030	557	12.9
42045	561	13.0
42060	560	13.0
42075	565	13.1
42090	564	13.1
42105	567	13.2
42120	560	13.0
42135	568	13.2
42150	571	13.3
42165	570	13.3
42180	568	13.2
42195	576	13.5
42210	576	13.5
42225	574	13.4
42240	573	13.4
42255	576	13.5
42270	572	13.3
42285	574	13.4
42300	568	13.2
42315	576	13.5
42330	572	13.3
42345	571	13.3
42360	567	13.2
42375	573	13.4
42390	572	13.3
42405	564	13.1
42420	566	13.1
42435	567	13.2
42450	558	12.9
42465	555	12.8
42480	559	12.9
42495	560	13.0
42510	558	12.9
42525	559	12.9
42540	548	12.6
42555	554	12.8
42570	549	12.6
42585	554	12.8
42600	548	12.6
42615	551	12.7
42630	546	12.5
42645	546	12.5
42660	544	12.4
42675	544	12.4
42690	543	12.4
42705	539	12.3
42720	540	12.3
42735	541	12.4
42750	534	12.1
42765	533	12.1
42780	530	12.0
42795	532	12.1
42810	526	11.9
42825	531	12.1
42840	527	11.9
42855	529	12.0
42870	529	12.0
42885	525	11.9
42900	521	11.8
42915	526	11.9
42930	527	11.9
42945	525	11.9
42960	521	11.8
42975	524	11.8
42990	521	11.8
43005	518	11.7
43020	522	11.8
43035	525	11.9
43050	524	11.8
43065	518	11.7
43080	514	11.6
43095	518	11.7
43110	515	11.6
43125	522	11.8
43140	516	11.6
43155	516	11.6
43170	518	11.7
43185	521	11.8
43200	520	11.7
43215	525	11.9
43230	517	11.6
43245	524	11.8
43260	522	11.8
43275	520	11.7
43290	528	12.0
43305	525	11.9
43320	525	11.9
43335	526	11.9
43350	529	12.0
43365	524	11.8
43380	526	11.9
43395	528	12.0
43410	529	12.0
43425	533	12.1
43440	534	12.1
43455	538	12.3
43470	536	12.2
43485	530	12.0
43500	536	12.2
43515	538	12.3
43530	537	12.2
43545	536	12.2
43560	540	12.3
43575	536	12.2
43590	537	12.2
43605	535	12.2
43620	532	12.1
43635	536	12.2
43650	534	12.1
43665	530	12.0
43680	532	12.1
43695	532	12.1
43710	527	11.9
43725	530	12.0
43740	529	12.0
43755	527	11.9
43770	525	11.9
43785	515	11.6
43800	521	11.8
43815	516	11.6
43830	521	11.8
43845	519	11.7
43860	516	11.6
43875	513	11.5
43890	514	11.6
43905	509	11.4
43920	511	11.5
43935	510	11.5
43950	510	11.5
43965	508	11.4
43980	506	11.3
43995	494	11.0
44010	511	11.5
44025	498	11.1
44040	505	11.3
44055	502	11.2
44070	503	11.3
44085	502	11.2
44100	502	11.2
44115	499	11.2
44130	504	11.3
44145	500	11.2
44160	499	11.2
44175	494	11.0
44190	496	11.1
44205	495	11.1
44220	491	11.0
44235	494	11.0
44250	493	11.0
44265	491	11.0
44280	490	10.9
44295	489	10.9
44310	489	10.9
44325	492	11.0
44340	489	10.9
44355	487	10.9
44370	488	10.9
44385	484	10.8
44400	485	10.8
44415	483	10.8
44430	478	10.6
44445	483	10.8
44460	480	10.7
44475	482	10.7
44490	484	10.8
44505	486	10.8
44520	485	10.8
44535	481	10.7
44550	481	10.7
44565	481	10.7
44580	482	10.7
44595	479	10.7
44610	479	10.7
44625	478	10.6
44640	474	10.5
44655	475	10.6
44670	473	10.5
44685	472	10.5
44700	470	10.4
44715	461	10.2
44730	467	10.4
44745	468	10.4
44760	470	10.4
44775	470	10.4
44790	467	10.4
44805	465	10.3
44820	463	10.3
44835	464	10.3
44850	470	10.4
44865	469	10.4
44880	468	10.4
44895	468	10.4
44910	472	10.5
44925	462	10.3
44940	465	10.3
44955	462	10.3
44970	466	10.3
44985	473	10.5
45000	461	10.2
45015	467	10.4
45030	470	10.4
45045	464	10.3
45060	464	10.3
45075	467	10.4
45090	467	10.4
45105	466	10.3
45120	465	10.3
45135	468	10.4
45150	471	10.5
45165	462	10.3
45180	463	10.3
45195	466	10.3
45210	462	10.3
45225	460	10.2
45240	465	10.3
45255	464	10.3
45270	464	10.3
45285	461	10.2
45300	461	10.2
45315	459	10.2
45330	460	10.2
45345	460	10.2
45360	460	10.2
45375	458	10.2
45390	461	10.2
45405	455	10.1
45420	457	10.1
45435	454	10.1
45450	458	10.2
45465	459	10.2
45480	455	10.1
45495	450	10.0
45510	455	10.1
45525	448	9.9
45540	452	10.0
45555	450	10.0
45570	440	9.8
45585	451	10.0
45600	451	10.0
45615	444	9.9
45630	446	9.9
45645	449	10.0
45660	446	9.9
45675	440	9.8
45690	439	9.8
45705	446	9.9
45720	446	9.9
45735	444	9.9
45750	442	9.8
45765	445	9.9
45780	443	9.8
45795	446	9.9
45810	447	9.9
45825	446	9.9
45840	444	9.9
45855	445	9.9
45870	445	9.9
45885	446	9.9
45900	443	9.8
45915	445	9.9
45930	440	9.8
45945	439	9.8
45960	443	9.8
45975	447	9.9
45990	443	9.8
46005	444	9.9
46020	441	9.8
46035	438	9.7
46050	442	9.8
46065	433	9.6
46080	438	9.7
46095	433	9.6
46110	434	9.7
46125	420	9.4
46140	432	9.6
46155	432	9.6
46170	430	9.6
46185	433	9.6
46200	435	9.7
46215	435	9.7
46230	435	9.7
46245	435	9.7
46260	431	9.6
46275	435	9.7
46290	428	9.5
46305	433	9.6
46320	435	9.7
46335	432	9.6
46350	433	9.6
46365	434	9.7
46380	434	9.7
46395	436	9.7
46410	437	9.7
46425	432	9.6
46440	440	9.8
46455	437	9.7
46470	435	9.7
46485	436	9.7
46500	432	9.6
46515	433	9.6
46530	432	9.6
46545	434	9.7
