-25148.9000,-38237.4000,-42341.4000,-47082.5000,-53560.5000,-58404.8000,-61361.7000,-63723.7000,-62976.7000,-64438.4000,-66461.0000,-68533.3000,-70828.2000,-74176.2000,-77435.2000,-78381.1000
-25674.6000,-33985.2000,-42114.6000,-50011.5000,-54497.6000,-57497.6000,-60158.9000,-59148.8000,-60275.5000,-60940.2000,-63029.3000,-64758.2000,-68186.1000,-72372.1000,-73714.7000,0.0000
-19187.2000,-30206.1000,-40821.1000,-48319.6000,-52756.3000,-55392.2000,-54539.3000,-55267.4000,-57941.2000,-59604.5000,-63219.9000,-66315.0000,-70133.6000,-71920.4000,0.0000,0.0000
-21440.6000,-34135.9000,-43828.8000,-48708.5000,-51895.6000,-51260.6000,-51600.6000,-55096.9000,-57229.6000,-61055.5000,-64288.5000,-67728.1000,-69692.8000,0.0000,0.0000,0.0000
-20022.8000,-32530.3000,-39293.5000,-44294.1000,-44021.6000,-45468.0000,-49496.7000,-51827.4000,-55356.2000,-60082.6000,-63915.7000,-66261.7000,0.0000,0.0000,0.0000,0.0000
-18994.1000,-28994.6000,-36405.1000,-37257.7000,-39985.7000,-42034.4000,-45633.1000,-49985.8000,-54823.3000,-59900.2000,-61638.3000,0.0000,0.0000,0.0000,0.0000,0.0000
-16771.5000,-24897.0000,-26904.2000,-31861.2000,-35313.7000,-40363.9000,-43661.4000,-49805.2000,-55610.4000,-58198.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
-14039.4000,-16334.4000,-22911.5000,-27808.4000,-35066.9000,-39833.8000,-45639.4000,-52021.0000,-54954.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
-7322.1000,-14653.8000,-24320.0000,-30830.4000,-35726.5000,-41434.7000,-48189.5000,-51459.6000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
-17449.9000,-24254.0000,-31833.9000,-34791.2000,-40481.9000,-47548.9000,-50490.3000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
-18016.6000,-26205.6000,-32544.4000,-37775.9000,-45629.8000,-48750.9000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
-15371.9000,-23680.9000,-30267.8000,-40087.5000,-44342.9000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
-15537.9000,-24204.5000,-33596.0000,-39389.3000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
-15541.0000,-27978.6000,-34540.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
-16092.2000,-25799.3000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
-16097.4000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
