0.1608,0.2094,0.2172,0.2464,0.2785,0.2949,0.2975,0.3113,0.3192,0.3108,0.3186,0.3378,0.3481,0.3506,0.3509,0.3621
0.1672,0.1989,0.2271,0.2689,0.2837,0.2972,0.3195,0.3243,0.3075,0.3134,0.3264,0.3357,0.3349,0.3301,0.3345,0.0000
0.1471,0.1822,0.2310,0.2608,0.2767,0.2928,0.2971,0.2862,0.2938,0.3065,0.3145,0.3162,0.3120,0.3206,0.0000,0.0000
0.1534,0.1976,0.2367,0.2544,0.2684,0.2762,0.2671,0.2782,0.2996,0.3023,0.3025,0.2978,0.3076,0.0000,0.0000,0.0000
0.1503,0.1987,0.2175,0.2410,0.2483,0.2407,0.2633,0.2802,0.2849,0.2897,0.2901,0.3016,0.0000,0.0000,0.0000,0.0000
0.1417,0.1775,0.2103,0.2230,0.2225,0.2303,0.2581,0.2709,0.2758,0.2831,0.2854,0.0000,0.0000,0.0000,0.0000,0.0000
0.1245,0.1640,0.1806,0.1936,0.2121,0.2433,0.2440,0.2568,0.2649,0.2715,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.1154,0.1254,0.1626,0.1938,0.2294,0.2352,0.2487,0.2563,0.2670,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0566,0.1214,0.1762,0.2056,0.2200,0.2325,0.2410,0.2547,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.1284,0.1718,0.2112,0.2177,0.2247,0.2383,0.2506,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.1445,0.1894,0.2088,0.2177,0.2342,0.2418,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.1292,0.1787,0.1894,0.2190,0.2291,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.1283,0.1662,0.1948,0.2149,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.1252,0.1836,0.2057,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.1297,0.1699,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.1263,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
