28274.1000,40702.4000,46862.4000,53141.5000,59351.0000,64493.8000,67617.5000,67225.0000,66959.7000,70566.9000,73839.8000,75030.2000,79864.5000,82242.6000,84738.3000,86115.1000
26381.8000,36402.7000,47213.8000,53867.3000,59263.5000,62146.5000,60929.0000,61733.3000,64798.2000,66897.9000,67515.8000,72870.2000,74677.6000,78024.7000,80420.5000,0.0000
21432.0000,35806.0000,46102.5000,53903.9000,57450.6000,57937.8000,58302.7000,61405.0000,65156.5000,65946.5000,72383.8000,74252.4000,77296.9000,79718.8000,0.0000,0.0000
24065.8000,37564.5000,47647.7000,52688.4000,53632.3000,54187.0000,55725.4000,60920.5000,62181.3000,69365.1000,71332.3000,74138.8000,76318.0000,0.0000,0.0000,0.0000
21146.6000,34580.4000,41094.0000,44156.3000,44429.2000,47858.2000,52641.5000,54429.5000,61475.7000,64520.4000,67867.0000,70687.0000,0.0000,0.0000,0.0000,0.0000
20057.1000,30346.8000,35615.2000,37121.1000,41061.2000,44710.7000,47664.5000,55093.6000,58277.8000,62985.3000,65865.2000,0.0000,0.0000,0.0000,0.0000,0.0000
16588.1000,23249.0000,25793.2000,32108.8000,36917.1000,41262.9000,48006.5000,52812.0000,57518.5000,61189.4000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
12495.6000,15014.7000,23980.1000,29217.3000,35906.7000,43727.0000,48638.8000,54027.9000,58269.7000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
8698.8000,17354.8000,27885.0000,33808.1000,41997.6000,46801.6000,52764.8000,57548.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
18488.9000,26850.9000,34174.0000,40039.1000,45093.2000,51082.5000,55070.6000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
19552.9000,26510.8000,35752.2000,40683.8000,47389.2000,52051.9000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
15341.4000,25229.6000,32401.6000,40917.4000,46389.2000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
17450.1000,26803.0000,35745.7000,42363.4000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
16158.4000,27324.3000,35104.7000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
16108.5000,27165.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
16779.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
