  section         X    mean y
        1      -440      -1.1
        2      -390      -0.9
        3      -340      -1.2
        4      -290      -1.8
        5      -240      -1.1
        6      -190      -1.2
        7      -140      -0.3
        8       -90      -1.0
        9       -40      -0.7
       10        10      -0.8
       11        60      -0.4
       12       110      -0.9
       13       160       0.0
       14       210       0.2
       15       260       0.2
       16       310       0.9
       17       360       0.7
       18       410       1.0
       19       460      -0.2
       20       510       0.0
       21       560      -0.6
       22       610      -0.9
       23       660      -0.7
       24       710      -1.6
       25       760      -1.3
       26       810      -1.3
       27       860      -1.2
       28       910      -0.1
       29       960      -0.1
       30      1010       0.6
       31      1060       1.1
       32      1110       1.2
       33      1160       1.9
       34      1210       1.7
       35      1260       1.2
       36      1310       0.9
       37      1360       0.8
       38      1410       1.5
       39      1460       1.4
       40      1510       1.2
       41      1560       1.8
       42      1610       1.5
       43      1660       1.4
       44      1710       1.5
       45      1760       0.9
       46      1810       1.3
       47      1860       1.6
       48      1910       1.8
       49      1960       2.1
       50      2010       2.3
       51      2060       2.2
       52      2110       2.6
       53      2160       2.3
       54      2210       2.2
       55      2260       2.0
       56      2310       2.0
       57      2360       1.2
       58      2410       1.0
       59      2460       0.8
       60      2510      -0.2
       61      2560      -0.4
       62      2610      -0.6
       63      2660      -1.2
       64      2710      -0.6
       65      2760      -0.7
       66      2810      -1.7
       67      2860      -1.8
       68      2910      -1.6
       69      2960      -1.1
       70      3010       0.0
       71      3060      -0.5
       72      3110      -0.7
       73      3160      -0.1
       74      3210      -0.2
       75      3260       0.4
       76      3310       0.7
       77      3360       0.4
       78      3410       0.4
       79      3460       0.2
       80      3510      -0.2
       81      3560       0.1
       82      3610       0.0
       83      3660      -0.5
       84      3710      -0.3
       85      3760      -0.2
       86      3810      -0.5
       87      3860       0.0
       88      3910      -0.2
       89      3960      -0.6
       90      4010      -0.4
       91      4060      -0.4
       92      4110      -1.4
       93      4160      -0.6
       94      4210      -0.5
       95      4260      -1.0
       96      4310      -0.3
       97      4360      -0.5
       98      4410      -0.6
       99      4460      -0.5
      100      4510      -0.7
      101      4560      -1.0
      102      4610      -0.5
      103      4660      -1.2
      104      4710      -1.1
      105      4760      -1.1
      106      4810      -1.6
      107      4860      -1.3
      108      4910      -1.0
      109      4960      -0.6
      110      5010       0.0
      111      5060       0.7
      112      5110       0.4
      113      5160       0.6
      114      5210       0.8
      115      5260       0.6
      116      5310       1.4
      117      5360       1.2
      118      5410       1.6
      119      5460       2.2
      120      5510       1.4
      121      5560       1.6
      122      5610       1.4
      123      5660       0.7
      124      5710       1.1
      125      5760       1.7
      126      5810       1.3
      127      5860       1.9
      128      5910       1.8
      129      5960       1.4
      130      6010       1.6
      131      6060       1.1
      132      6110       1.1
      133      6160       1.0
      134      6210       0.2
      135      6260       0.6
      136      6310       0.8
      137      6360       0.5
      138      6410       1.1
      139      6460       1.0
      140      6510       1.0
      141      6560       1.0
      142      6610       0.4
      143      6660       0.9
      144      6710       0.4
      145      6760       0.0
      146      6810       0.9
      147      6860       1.2
      148      6910       0.8
      149      6960       1.1
      150      7010       0.3
      151      7060       0.5
      152      7110       0.3
      153      7160       0.2
      154      7210       1.1
      155      7260       0.7
      156      7310       0.6
      157      7360       0.6
      158      7410       0.1
      159      7460      -0.4
      160      7510      -0.9
      161      7560      -0.5
      162      7610       0.7
      163      7660       1.2
      164      7710       1.2
      165      7760       1.5
      166      7810       1.0
      167      7860       1.6
      168      7910       1.2
      169      7960       1.0
      170      8010       0.6
      171      8060       0.2
      172      8110       0.0
      173      8160       0.4
      174      8210      -0.3
      175      8260       0.4
      176      8310      -0.1
      177      8360      -0.4
      178      8410      -0.3
      179      8460       0.3
      180      8510       0.5
      181      8560       0.0
      182      8610      -0.5
      183      8660      -0.6
      184      8710      -1.2
      185      8760      -0.7
      186      8810      -0.8
      187      8860      -0.5
      188      8910      -0.1
      189      8960      -0.6
      190      9010       0.0
      191      9060      -0.4
      192      9110      -0.2
      193      9160       0.2
      194      9210       0.5
      195      9260       0.9
      196      9310       0.2
      197      9360       0.6
      198      9410       1.2
      199      9460       1.1
      200      9510       1.9
      201      9560       1.0
      202      9610       1.0
      203      9660       0.9
      204      9710       0.1
      205      9760       0.4
      206      9810       0.5
      207      9860       0.8
      208      9910       1.1
      209      9960       0.7
      210     10010       0.9
      211     10060       0.2
      212     10110       0.8
      213     10160       0.1
      214     10210      -0.3
      215     10260       0.2
      216     10310      -0.5
      217     10360       0.0
      218     10410      -0.3
      219     10460      -0.5
      220     10510      -0.1
      221     10560      -0.8
      222     10610      -0.3
      223     10660      -0.5
      224     10710      -0.7
      225     10760      -0.9
      226     10810      -0.9
      227     10860      -0.5
      228     10910      -1.3
      229     10960      -0.9
      230     11010      -0.4
      231     11060      -0.9
      232     11110      -0.5
      233     11160      -0.7
      234     11210      -0.3
      235     11260      -0.2
      236     11310      -1.0
      237     11360      -0.9
      238     11410      -1.6
      239     11460      -0.7
      240     11510      -1.6
      241     11560      -2.0
      242     11610      -1.5
      243     11660      -1.2
      244     11710      -0.5
      245     11760      -1.0
      246     11810       0.0
      247     11860       0.3
      248     11910       0.0
      249     11960       0.7
      250     12010       0.0
      251     12060       0.4
      252     12110       1.4
      253     12160       1.6
      254     12210       2.3
      255     12260       1.2
      256     12310       0.5
      257     12360       0.0
      258     12410      -0.4
      259     12460      -0.5
      260     12510      -1.1
      261     12560      -1.0
      262     12610      -1.4
      263     12660      -1.9
      264     12710      -1.9
      265     12760      -2.0
      266     12810      -1.4
      267     12860      -2.1
      268     12910      -1.6
      269     12960      -1.7
      270     13010      -2.3
      271     13060      -2.2
      272     13110      -3.0
      273     13160      -2.8
      274     13210      -3.4
      275     13260      -3.4
      276     13310      -3.5
      277     13360      -4.3
      278     13410      -3.4
      279     13460      -4.3
