0.484,0.390,0.550,0.520,0.528,0.500,0.370,0.494,0.453,0.258,0.650,0.477,0.058
0.523,0.568,0.655,0.629,0.637,0.544,0.548,0.564,0.000,0.383,0.775,0.584,0.046
0.636,0.665,0.684,0.684,0.665,0.612,0.594,0.000,0.000,0.442,0.817,0.649,0.033
0.681,0.681,0.730,0.675,0.695,0.650,0.000,0.000,0.000,0.500,0.875,0.685,0.024
0.696,0.732,0.718,0.706,0.709,0.000,0.000,0.000,0.000,0.575,0.867,0.712,0.012
0.746,0.720,0.747,0.719,0.000,0.000,0.000,0.000,0.000,0.602,0.892,0.733,0.013
0.747,0.762,0.775,0.000,0.000,0.000,0.000,0.000,0.000,0.650,0.883,0.761,0.012
0.771,0.781,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.700,0.883,0.776,0.005
0.760,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.660,0.875,0.760,0.000
