16133.000,12995.000,18362.000,17333.000,17627.000,16668.000,12343.000,16494.000,15127.000,15898.000,1937.443
17457.000,18936.000,21859.000,20972.000,21262.000,18149.000,18279.000,18818.000,0.000,19466.500,1545.172
21229.000,22175.000,22812.000,22804.000,22177.000,20419.000,19830.000,0.000,0.000,21635.143,1084.881
22712.000,22731.000,24367.000,22503.000,23177.000,21677.000,0.000,0.000,0.000,22861.167,810.042
23219.000,24409.000,23939.000,23549.000,23654.000,0.000,0.000,0.000,0.000,23754.000,400.375
24877.000,24024.000,24927.000,23981.000,0.000,0.000,0.000,0.000,0.000,24452.250,450.354
24907.000,25424.000,25856.000,0.000,0.000,0.000,0.000,0.000,0.000,25395.667,387.945
25706.000,26070.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,25888.000,182.000
25346.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,25346.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
