# tot_vol, sum_vol, dep_vol, sco_vol, morph_act_area, morph_act_area_dep, morph_act_area_sco, act_width_mean, act_width_mean_dep, act_width_mean_sco, act_thickness, act_thickness_dep, act_thickness_sco, bri
-4.107000000000014097e+02 9.400630000000000291e+04 4.679780000000000291e+04 -4.720850000000000000e+04 3.307500000000000000e+04 1.672500000000000000e+04 1.635000000000000000e+04 1.189748201438848980e+02 6.016187050359712174e+01 5.881294964028776917e+01 5.685444768996585907e+00 2.798074738415545770e+00 2.887370030581039693e+00 4.238861493731448604e+00
4.721999999999998181e+02 8.200600000000000000e+04 4.123909999999999854e+04 -4.076689999999999418e+04 3.295800000000000000e+04 1.658000000000000000e+04 1.637800000000000000e+04 1.185539568345323715e+02 5.964028776978417312e+01 5.891366906474819842e+01 4.976405511615584309e+00 2.487279855247285898e+00 2.489125656368298412e+00 3.832834103277436455e+00
-2.295400000000000091e+03 1.072148000000000175e+05 5.245969999999999709e+04 -5.475510000000000582e+04 3.314000000000000000e+04 1.680400000000000000e+04 1.633600000000000000e+04 1.192086330935251794e+02 6.044604316546762846e+01 5.876258992805755099e+01 6.473663718598318795e+00 3.121857890978338101e+00 3.351805827619980693e+00 4.820174145171864488e+00
-4.765000000000009095e+02 9.709090000000000873e+04 4.830719999999999709e+04 -4.878369999999999709e+04 3.306800000000000000e+04 1.620700000000000000e+04 1.686100000000000000e+04 1.189496402877697818e+02 5.829856115107913439e+01 6.065107913669064743e+01 5.873924277880119504e+00 2.980637995927685413e+00 2.893286281952434535e+00 4.360708692663148867e+00
-2.796700000000001182e+03 9.486790000000000873e+04 4.603560000000000582e+04 -4.883229999999999563e+04 3.299700000000000000e+04 1.574000000000000000e+04 1.725700000000000000e+04 1.186942446043165518e+02 5.661870503597122450e+01 6.207553956834532727e+01 5.754461906661230586e+00 2.924752223634053738e+00 2.829709683027177292e+00 4.204796607764607508e+00
4.909700000000000728e+03 9.322430000000000291e+04 4.906700000000000000e+04 -4.415729999999999563e+04 3.301900000000000000e+04 1.772900000000000000e+04 1.529000000000000000e+04 1.187733812949640253e+02 6.377338129496402530e+01 5.500000000000000000e+01 5.655597997996210324e+00 2.767612386485419407e+00 2.887985611510790918e+00 4.117768237016339761e+00
2.311399999999998727e+03 8.167180000000000291e+04 4.199159999999999854e+04 -3.968019999999999709e+04 3.293500000000000000e+04 1.670300000000000000e+04 1.623200000000000000e+04 1.184712230215827304e+02 6.008273381294964111e+01 5.838848920863309644e+01 4.958581735139230062e+00 2.514015446327007020e+00 2.444566288812222599e+00 3.850927581237101993e+00
-2.622400000000001000e+03 9.863400000000000000e+04 4.800579999999999563e+04 -5.062820000000000437e+04 3.310200000000000000e+04 1.677400000000000000e+04 1.632800000000000000e+04 1.190719424460431668e+02 6.033812949640287826e+01 5.873381294964028854e+01 5.962615440054534588e+00 2.861917252891379437e+00 3.100698187163155595e+00 4.440807905217419638e+00
-1.002499999999999773e+03 8.901850000000000000e+04 4.400800000000000000e+04 -4.501050000000000000e+04 3.304800000000000000e+04 1.657100000000000000e+04 1.647700000000000000e+04 1.188776978417266150e+02 5.960791366906475020e+01 5.926978417266187193e+01 5.387440793690407403e+00 2.655723854927282801e+00 2.731716938763124158e+00 4.081189995785642566e+00
